Credit Score,Finance Type,LTV,Loans Booked,
658,Purchase,1.24,8,
658,Purchase,1.25,8,
659,Purchase,0.74,5,
659,Refi,0.90,9,
659,Refi,0.91,9,
659,Refi,0.97,11,
659,Refi,1.21,28,
659,Refi,1.24,39,
659,Refi,1.26,39,
659,Refi,1.27,39,
659,Refi,1.32,30,
659,Refi,1.34,30,
659,Refi,1.35,30,
659,Refi,1.35,30,
659,Refi,1.36,30,
659,Refi,1.41,30,
659,Purchase,0.99,7,
659,Purchase,1.04,16,
659,Purchase,1.15,16,
660,Purchase,0.74,5,
660,Purchase,0.76,5,
660,Purchase,0.82,8,
660,Purchase,0.87,8,
660,Purchase,0.91,8,
660,Refi,0.92,11,
660,Refi,1.01,14,
660,Refi,1.04,14,
660,Refi,1.17,28,
660,Refi,1.19,28,
660,Refi,1.22,39,
660,Refi,1.34,30,
660,Refi,1.44,29,
660,Refi,1.46,29,
660,Refi,1.48,29,
660,Purchase,1.06,16,
660,Purchase,1.09,16,
660,Purchase,1.19,16,
660,Purchase,1.25,8,
660,Purchase,1.31,2,
660,Purchase,1.50,5,
661,Purchase,0.70,3,
661,Purchase,0.89,6,
661,Refi,0.51,1,
661,Refi,0.78,5,
661,Refi,0.92,6,
661,Refi,1.08,14,
661,Refi,1.11,20,
661,Refi,1.14,20,
661,Refi,1.15,20,
661,Refi,1.16,20,
661,Refi,1.17,20,
661,Refi,1.20,20,
661,Refi,1.24,21,
661,Refi,1.27,21,
661,Refi,1.34,17,
661,Refi,1.43,25,
661,Refi,1.48,25,
661,Purchase,0.94,13,
661,Purchase,0.98,13,
661,Purchase,1.17,11,
661,Purchase,1.17,11,
661,Purchase,1.31,10,
662,Purchase,0.48,2,
662,Purchase,0.51,3,
662,Purchase,0.59,3,
662,Refi,0.78,5,
662,Refi,0.83,8,
662,Refi,1.18,20,
662,Refi,1.18,20,
662,Refi,1.18,20,
662,Refi,1.21,20,
662,Refi,1.26,21,
662,Refi,1.27,21,
662,Refi,1.29,21,
662,Refi,1.36,17,
662,Refi,1.37,17,
662,Refi,1.41,17,
662,Refi,1.43,25,
662,Refi,1.43,25,
662,Refi,1.58,8,
662,Refi,1.83,1,
662,Purchase,0.96,13,
662,Purchase,1.03,17,
662,Purchase,1.05,17,
662,Purchase,1.11,17,
662,Purchase,1.12,11,
662,Purchase,1.25,11,
662,Purchase,1.37,10,
662,Purchase,1.46,3,
663,Purchase,0.58,3,
663,Purchase,0.74,3,
663,Purchase,0.89,6,
663,Refi,0.82,8,
663,Refi,0.83,8,
663,Refi,0.89,8,
663,Refi,0.98,6,
663,Refi,1.04,14,
663,Refi,1.15,20,
663,Refi,1.21,20,
663,Refi,1.31,21,
663,Refi,1.35,17,
663,Refi,1.36,17,
663,Refi,1.47,25,
663,Purchase,1.07,17,
663,Purchase,1.07,17,
663,Purchase,1.08,17,
663,Purchase,1.25,11,
663,Purchase,1.31,10,
663,Purchase,1.42,3,
664,Purchase,0.85,6,
664,Refi,1.00,6,
664,Refi,1.03,14,
664,Refi,1.06,14,
664,Refi,1.11,20,
664,Refi,1.13,20,
664,Refi,1.13,20,
664,Refi,1.22,21,
664,Refi,1.34,17,
664,Refi,1.35,17,
664,Refi,1.35,17,
664,Refi,1.43,25,
664,Refi,1.44,25,
664,Refi,1.47,25,
664,Purchase,0.95,13,
664,Purchase,1.09,17,
664,Purchase,1.21,11,
664,Purchase,1.26,11,
664,Purchase,1.33,10,
665,Purchase,0.79,3,
665,Purchase,0.84,6,
665,Purchase,0.88,6,
665,Refi,0.87,8,
665,Refi,1.02,14,
665,Refi,1.05,14,
665,Refi,1.10,14,
665,Refi,1.10,14,
665,Refi,1.12,20,
665,Refi,1.22,21,
665,Refi,1.23,21,
665,Refi,1.37,17,
665,Refi,1.43,25,
665,Refi,1.43,25,
665,Refi,1.44,25,
665,Refi,1.45,25,
665,Refi,1.46,25,
665,Refi,1.46,25,
665,Refi,1.54,8,
665,Refi,1.54,8,
665,Purchase,0.96,13,
665,Purchase,0.99,13,
665,Purchase,1.02,17,
665,Purchase,1.20,11,
665,Purchase,1.24,11,
665,Purchase,1.37,10,
665,Purchase,1.42,3,
666,Purchase,0.82,6,
666,Refi,0.70,1,
666,Refi,0.76,5,
666,Refi,0.77,5,
666,Refi,0.82,8,
666,Refi,0.85,8,
666,Refi,0.97,6,
666,Refi,1.03,14,
666,Refi,1.05,14,
666,Refi,1.08,14,
666,Refi,1.18,20,
666,Refi,1.27,21,
666,Refi,1.34,17,
666,Refi,1.42,25,
666,Refi,1.45,25,
666,Refi,1.50,25,
666,Refi,1.51,8,
666,Refi,1.54,8,
666,Refi,1.58,8,
666,Purchase,0.94,13,
666,Purchase,0.98,13,
666,Purchase,1.01,17,
666,Purchase,1.06,17,
666,Purchase,1.10,17,
666,Purchase,1.15,11,
666,Purchase,1.16,11,
666,Purchase,1.24,11,
666,Purchase,1.35,10,
666,Purchase,1.56,1,
667,Purchase,0.71,3,
667,Refi,0.80,5,
667,Refi,1.04,11,
667,Refi,1.08,11,
667,Refi,1.20,20,
667,Refi,1.24,21,
667,Refi,1.29,21,
667,Refi,1.31,17,
667,Refi,1.32,17,
667,Refi,1.48,25,
667,Refi,1.54,8,
667,Purchase,0.95,13,
667,Purchase,1.05,17,
667,Purchase,1.15,11,
667,Purchase,1.25,11,
667,Purchase,1.30,11,
667,Purchase,1.31,11,
668,Refi,0.96,6,
668,Refi,1.08,11,
668,Refi,1.12,20,
668,Refi,1.23,21,
668,Refi,1.24,21,
668,Refi,1.38,17,
668,Refi,1.42,25,
668,Refi,1.48,25,
668,Purchase,0.99,13,
668,Purchase,0.99,13,
668,Purchase,1.04,17,
668,Purchase,1.10,17,
668,Purchase,1.17,11,
668,Purchase,1.20,11,
668,Purchase,1.26,11,
668,Purchase,1.31,10,
668,Purchase,1.34,10,
669,Refi,1.17,20,
669,Refi,1.21,21,
669,Refi,1.24,21,
669,Refi,1.29,21,
669,Refi,1.29,21,
669,Refi,1.41,17,
669,Refi,1.44,25,
669,Refi,1.49,25,
669,Refi,1.49,25,
669,Refi,1.65,1,
669,Purchase,0.97,13,
669,Purchase,1.04,17,
669,Purchase,1.19,11,
669,Purchase,1.40,10,
670,Purchase,0.67,3,
670,Purchase,0.73,3,
670,Refi,0.89,8,
670,Refi,0.95,6,
670,Refi,1.22,21,
670,Refi,1.25,21,
670,Refi,1.26,21,
670,Refi,1.37,17,
670,Refi,1.38,17,
670,Refi,1.44,25,
670,Refi,1.48,25,
670,Refi,1.54,8,
670,Purchase,0.96,13,
670,Purchase,1.03,17,
670,Purchase,1.07,17,
670,Purchase,1.23,11,
670,Purchase,1.23,11,
670,Purchase,1.40,10,
671,Purchase,0.88,8,
671,Purchase,0.94,15,
671,Refi,1.05,11,
671,Refi,1.10,11,
671,Refi,1.20,25,
671,Refi,1.21,27,
671,Refi,1.23,27,
671,Refi,1.30,27,
671,Refi,1.36,24,
671,Refi,1.41,18,
671,Refi,1.43,18,
671,Refi,1.44,18,
671,Refi,1.45,18,
671,Refi,1.46,18,
671,Purchase,0.98,15,
671,Purchase,1.03,11,
671,Purchase,1.10,11,
671,Purchase,1.11,24,
671,Purchase,1.33,12,
671,Purchase,1.41,4,
671,Purchase,1.41,4,
671,Purchase,1.53,6,
672,Purchase,0.89,8,
672,Purchase,0.90,8,
672,Refi,0.90,3,
672,Refi,0.96,5,
672,Refi,0.99,5,
672,Refi,1.03,11,
672,Refi,1.15,25,
672,Refi,1.15,25,
672,Refi,1.20,25,
672,Refi,1.21,25,
672,Refi,1.21,25,
672,Refi,1.23,27,
672,Refi,1.25,27,
672,Refi,1.25,27,
672,Refi,1.28,27,
672,Refi,1.29,27,
672,Refi,1.31,27,
672,Refi,1.31,27,
672,Refi,1.33,24,
672,Refi,1.36,24,
672,Refi,1.39,24,
672,Refi,1.41,24,
672,Refi,1.43,18,
672,Purchase,1.03,11,
672,Purchase,1.15,24,
672,Purchase,1.19,24,
672,Purchase,1.20,24,
672,Purchase,1.21,24,
672,Purchase,1.35,12,
673,Refi,0.71,3,
673,Refi,0.99,5,
673,Refi,1.06,11,
673,Refi,1.13,25,
673,Refi,1.34,24,
673,Refi,1.35,24,
673,Refi,1.39,24,
673,Refi,1.47,18,
673,Refi,1.48,18,
673,Purchase,1.00,15,
673,Purchase,1.20,24,
673,Purchase,1.21,8,
673,Purchase,1.31,8,
673,Purchase,1.34,12,
673,Purchase,1.56,6,
674,Purchase,0.85,8,
674,Purchase,0.86,8,
674,Purchase,0.91,15,
674,Purchase,0.91,15,
674,Refi,0.90,3,
674,Refi,1.03,11,
674,Refi,1.12,25,
674,Refi,1.19,25,
674,Refi,1.19,25,
674,Refi,1.21,25,
674,Refi,1.36,24,
674,Refi,1.37,24,
674,Refi,1.38,24,
674,Refi,1.43,18,
674,Purchase,1.04,11,
674,Purchase,1.20,24,
674,Purchase,1.21,8,
674,Purchase,1.55,6,
675,Purchase,0.74,5,
675,Purchase,0.79,5,
675,Purchase,0.90,8,
675,Refi,1.14,25,
675,Refi,1.16,25,
675,Refi,1.21,25,
675,Refi,1.21,25,
675,Refi,1.24,27,
675,Refi,1.25,27,
675,Refi,1.26,27,
675,Refi,1.27,27,
675,Refi,1.34,24,
675,Purchase,1.02,11,
675,Purchase,1.10,11,
675,Purchase,1.12,24,
675,Purchase,1.14,24,
675,Purchase,1.35,12,
675,Purchase,1.39,12,
676,Purchase,0.81,5,
676,Refi,0.40,1,
676,Refi,0.62,3,
676,Refi,1.16,25,
676,Refi,1.17,25,
676,Refi,1.22,27,
676,Refi,1.24,27,
676,Refi,1.25,27,
676,Refi,1.28,27,
676,Refi,1.34,24,
676,Refi,1.37,24,
676,Refi,1.43,18,
676,Refi,1.66,2,
676,Purchase,1.01,15,
676,Purchase,1.11,11,
676,Purchase,1.11,24,
676,Purchase,1.15,24,
676,Purchase,1.16,24,
676,Purchase,1.16,24,
676,Purchase,1.20,24,
676,Purchase,1.37,12,
676,Purchase,1.42,4,
676,Purchase,1.51,6,
677,Refi,0.87,3,
677,Refi,0.98,5,
677,Refi,1.08,11,
677,Refi,1.09,11,
677,Refi,1.10,11,
677,Refi,1.10,14,
677,Refi,1.13,25,
677,Refi,1.17,25,
677,Refi,1.17,25,
677,Refi,1.25,27,
677,Refi,1.31,27,
677,Refi,1.32,24,
677,Refi,1.33,24,
677,Refi,1.37,24,
677,Refi,1.38,24,
677,Refi,1.41,24,
677,Refi,1.41,18,
677,Refi,1.48,18,
677,Refi,1.52,2,
677,Refi,1.62,2,
677,Purchase,0.97,15,
677,Purchase,1.09,11,
677,Purchase,1.11,24,
677,Purchase,1.16,24,
677,Purchase,1.20,24,
677,Purchase,1.25,8,
677,Purchase,1.30,8,
677,Purchase,1.33,12,
677,Purchase,1.40,12,
677,Purchase,1.46,4,
677,Purchase,1.67,1,
678,Purchase,0.81,8,
678,Purchase,0.91,15,
678,Purchase,0.93,15,
678,Purchase,0.95,15,
678,Refi,0.70,3,
678,Refi,1.09,14,
678,Refi,1.12,25,
678,Refi,1.18,25,
678,Refi,1.24,27,
678,Refi,1.28,27,
678,Refi,1.30,27,
678,Refi,1.36,24,
678,Purchase,0.99,15,
678,Purchase,1.01,15,
678,Purchase,1.02,11,
678,Purchase,1.02,11,
678,Purchase,1.07,11,
678,Purchase,1.11,24,
678,Purchase,1.12,24,
678,Purchase,1.12,24,
678,Purchase,1.13,24,
678,Purchase,1.27,8,
678,Purchase,1.33,12,
678,Purchase,1.58,6,
678,Purchase,1.73,1,
679,Purchase,0.55,1,
679,Purchase,0.70,1,
679,Purchase,0.77,5,
679,Purchase,0.86,8,
679,Purchase,0.95,15,
679,Refi,0.95,5,
679,Refi,1.17,25,
679,Refi,1.17,25,
679,Refi,1.25,27,
679,Refi,1.32,24,
679,Refi,1.41,18,
679,Refi,1.41,18,
679,Refi,1.42,18,
679,Refi,1.45,18,
679,Purchase,1.12,24,
679,Purchase,1.17,24,
679,Purchase,1.36,12,
679,Purchase,1.39,12,
679,Purchase,1.56,6,
680,Purchase,0.43,2,
680,Purchase,0.79,5,
680,Purchase,0.96,15,
680,Refi,0.73,1,
680,Refi,1.11,14,
680,Refi,1.17,25,
680,Refi,1.24,27,
680,Refi,1.24,27,
680,Refi,1.26,27,
680,Refi,1.38,24,
680,Refi,1.39,24,
680,Refi,1.40,24,
680,Refi,1.43,18,
680,Refi,1.44,18,
680,Refi,1.55,2,
680,Purchase,1.01,15,
680,Purchase,1.19,24,
680,Purchase,1.22,8,
680,Purchase,1.26,8,
680,Purchase,1.32,12,
681,Purchase,0.85,8,
681,Refi,0.92,8,
681,Refi,0.94,8,
681,Refi,1.09,14,
681,Refi,1.15,15,
681,Refi,1.29,21,
681,Refi,1.34,13,
681,Refi,1.34,13,
681,Refi,1.36,13,
681,Refi,1.37,13,
681,Refi,1.42,13,
681,Refi,1.42,13,
681,Refi,1.56,5,
681,Purchase,0.97,13,
681,Purchase,1.08,17,
681,Purchase,1.11,17,
681,Purchase,1.20,10,
681,Purchase,1.22,7,
681,Purchase,1.28,7,
681,Purchase,1.32,9,
681,Purchase,1.36,9,
681,Purchase,1.36,9,
681,Purchase,1.40,9,
682,Purchase,0.75,3,
682,Refi,0.93,8,
682,Refi,1.05,14,
682,Refi,1.11,15,
682,Refi,1.12,15,
682,Refi,1.19,15,
682,Refi,1.21,15,
682,Refi,1.21,15,
682,Refi,1.28,21,
682,Refi,1.44,13,
682,Refi,1.61,1,
682,Refi,1.71,1,
682,Purchase,1.03,17,
682,Purchase,1.04,17,
682,Purchase,1.05,17,
682,Purchase,1.07,17,
682,Purchase,1.27,7,
682,Purchase,1.28,7,
682,Purchase,1.30,7,
682,Purchase,1.30,7,
683,Purchase,0.79,3,
683,Purchase,0.89,8,
683,Purchase,0.92,13,
683,Purchase,0.97,13,
683,Refi,1.06,14,
683,Refi,1.07,14,
683,Refi,1.20,15,
683,Refi,1.21,15,
683,Refi,1.23,21,
683,Refi,1.28,21,
683,Refi,1.39,13,
683,Refi,1.42,13,
683,Refi,1.55,5,
683,Purchase,1.02,17,
683,Purchase,1.02,17,
683,Purchase,1.03,17,
683,Purchase,1.12,10,
683,Purchase,1.14,10,
683,Purchase,1.17,10,
684,Purchase,0.51,2,
684,Purchase,0.96,13,
684,Refi,0.91,8,
684,Refi,0.96,8,
684,Refi,0.97,8,
684,Refi,0.99,8,
684,Refi,1.04,14,
684,Refi,1.09,14,
684,Refi,1.18,15,
684,Refi,1.19,15,
684,Refi,1.19,15,
684,Refi,1.22,21,
684,Refi,1.25,21,
684,Refi,1.31,13,
684,Refi,1.32,13,
684,Refi,1.34,13,
684,Refi,1.47,13,
684,Refi,1.49,13,
684,Purchase,1.07,17,
684,Purchase,1.12,10,
684,Purchase,1.12,10,
684,Purchase,1.24,7,
684,Purchase,1.84,1,
685,Purchase,0.62,4,
685,Purchase,0.84,8,
685,Purchase,0.92,13,
685,Refi,1.15,15,
685,Refi,1.27,21,
685,Refi,1.27,21,
685,Refi,1.33,13,
685,Refi,1.37,13,
685,Refi,1.37,13,
685,Purchase,1.05,17,
685,Purchase,1.32,9,
685,Purchase,1.36,9,
685,Purchase,1.58,1,
686,Purchase,0.83,8,
686,Purchase,0.96,13,
686,Refi,1.12,15,
686,Refi,1.26,21,
686,Refi,1.31,21,
686,Refi,1.33,13,
686,Refi,1.46,13,
686,Refi,1.47,13,
686,Refi,1.50,13,
686,Refi,1.55,5,
686,Purchase,1.00,13,
686,Purchase,1.06,17,
686,Purchase,1.18,10,
686,Purchase,1.39,9,
687,Purchase,0.57,1,
687,Purchase,0.74,3,
687,Purchase,0.90,8,
687,Purchase,0.94,13,
687,Purchase,0.96,13,
687,Refi,0.79,3,
687,Refi,1.02,14,
687,Refi,1.07,14,
687,Refi,1.07,14,
687,Refi,1.11,14,
687,Refi,1.13,15,
687,Refi,1.22,21,
687,Refi,1.23,21,
687,Refi,1.27,21,
687,Refi,1.27,21,
687,Refi,1.27,21,
687,Refi,1.30,21,
687,Purchase,1.09,17,
687,Purchase,1.10,17,
687,Purchase,1.42,2,
687,Purchase,1.63,1,
688,Purchase,0.69,4,
688,Purchase,0.81,8,
688,Purchase,0.97,13,
688,Purchase,0.97,13,
688,Refi,0.76,3,
688,Refi,0.98,8,
688,Refi,1.26,21,
688,Refi,1.30,21,
688,Refi,1.53,5,
688,Refi,1.54,5,
688,Purchase,1.01,13,
688,Purchase,1.03,17,
688,Purchase,1.18,10,
689,Purchase,0.64,4,
689,Purchase,0.88,8,
689,Purchase,0.94,13,
689,Refi,1.01,14,
689,Refi,1.04,10,
689,Refi,1.13,15,
689,Refi,1.27,21,
689,Refi,1.42,13,
689,Refi,1.44,13,
689,Refi,1.48,13,
689,Purchase,1.17,10,
690,Purchase,0.68,4,
690,Purchase,0.84,8,
690,Refi,0.79,3,
690,Refi,1.07,10,
690,Refi,1.09,10,
690,Refi,1.26,21,
690,Refi,1.26,21,
690,Refi,1.36,13,
690,Refi,1.44,13,
690,Purchase,1.07,17,
690,Purchase,1.10,17,
690,Purchase,1.11,10,
690,Purchase,1.32,9,
690,Purchase,1.35,9,
690,Purchase,1.47,2,
691,Purchase,0.78,1,
691,Purchase,0.95,20,
691,Purchase,0.96,20,
691,Refi,0.59,2,
691,Refi,1.16,21,
691,Refi,1.28,12,
691,Refi,1.34,13,
691,Refi,1.40,13,
691,Refi,1.49,10,
691,Refi,1.49,10,
691,Refi,1.56,6,
691,Purchase,1.08,25,
691,Purchase,1.19,13,
691,Purchase,1.21,16,
692,Purchase,0.86,11,
692,Purchase,0.96,20,
692,Purchase,0.99,20,
692,Refi,1.12,21,
692,Refi,1.14,21,
692,Refi,1.14,21,
692,Refi,1.20,21,
692,Refi,1.26,12,
692,Refi,1.52,6,
692,Purchase,1.06,25,
692,Purchase,1.08,25,
692,Purchase,1.09,25,
692,Purchase,1.10,25,
692,Purchase,1.13,13,
692,Purchase,1.17,13,
692,Purchase,1.31,16,
693,Purchase,0.86,11,
693,Purchase,0.95,20,
693,Refi,0.84,2,
693,Refi,1.02,10,
693,Refi,1.31,13,
693,Refi,1.34,13,
693,Refi,1.42,10,
693,Refi,1.54,6,
693,Refi,1.68,2,
693,Purchase,0.99,20,
693,Purchase,1.02,25,
693,Purchase,1.08,25,
693,Purchase,1.10,25,
693,Purchase,1.14,13,
693,Purchase,1.21,16,
694,Purchase,0.38,2,
694,Purchase,0.96,20,
694,Refi,0.66,2,
694,Refi,0.68,2,
694,Refi,0.99,1,
694,Refi,1.03,10,
694,Refi,1.03,10,
694,Refi,1.07,10,
694,Refi,1.08,10,
694,Refi,1.10,10,
694,Refi,1.12,21,
694,Refi,1.15,21,
694,Refi,1.17,21,
694,Refi,1.19,21,
694,Refi,1.28,12,
694,Refi,1.40,13,
694,Refi,1.62,2,
694,Purchase,1.02,25,
694,Purchase,1.03,25,
694,Purchase,1.04,25,
694,Purchase,1.11,25,
694,Purchase,1.15,13,
694,Purchase,1.19,13,
694,Purchase,1.20,13,
694,Purchase,1.44,2,
695,Purchase,0.40,2,
695,Purchase,0.84,11,
695,Purchase,0.85,11,
695,Purchase,0.88,11,
695,Purchase,0.93,20,
695,Purchase,0.97,20,
695,Refi,0.50,1,
695,Refi,1.21,21,
695,Refi,1.35,13,
695,Refi,1.44,10,
695,Refi,1.46,10,
695,Refi,1.46,10,
695,Refi,1.50,10,
695,Purchase,1.36,5,
696,Purchase,0.63,3,
696,Purchase,0.84,11,
696,Purchase,0.90,11,
696,Purchase,0.96,20,
696,Purchase,0.97,20,
696,Refi,1.09,10,
696,Refi,1.15,21,
696,Refi,1.24,12,
696,Refi,1.29,12,
696,Refi,1.32,13,
696,Refi,1.40,13,
696,Refi,1.43,10,
696,Refi,1.44,10,
696,Purchase,1.04,25,
696,Purchase,1.06,25,
696,Purchase,1.08,25,
696,Purchase,1.15,13,
696,Purchase,1.22,16,
696,Purchase,1.26,16,
696,Purchase,1.28,16,
696,Purchase,1.33,5,
696,Purchase,1.36,5,
696,Purchase,1.48,2,
697,Purchase,0.71,3,
697,Purchase,0.89,11,
697,Purchase,0.95,20,
697,Purchase,0.96,20,
697,Purchase,0.98,20,
697,Refi,1.15,21,
697,Refi,1.21,21,
697,Refi,1.21,12,
697,Refi,1.28,12,
697,Refi,1.37,13,
697,Refi,1.45,10,
697,Refi,1.92,1,
697,Purchase,1.01,25,
697,Purchase,1.06,25,
697,Purchase,1.11,25,
697,Purchase,1.18,13,
697,Purchase,1.21,16,
697,Purchase,1.23,16,
697,Purchase,1.29,16,
697,Purchase,1.36,5,
698,Purchase,0.59,3,
698,Purchase,0.85,11,
698,Purchase,0.87,11,
698,Purchase,0.95,20,
698,Purchase,0.95,20,
698,Purchase,0.98,20,
698,Refi,0.54,2,
698,Refi,0.82,2,
698,Refi,1.10,11,
698,Refi,1.19,21,
698,Refi,1.21,21,
698,Refi,1.21,12,
698,Refi,1.25,12,
698,Refi,1.27,12,
698,Refi,1.53,6,
698,Purchase,1.01,20,
698,Purchase,1.02,25,
698,Purchase,1.04,25,
698,Purchase,1.19,13,
698,Purchase,1.22,16,
698,Purchase,1.25,16,
698,Purchase,1.30,16,
698,Purchase,1.52,1,
699,Purchase,0.58,3,
699,Purchase,0.59,3,
699,Purchase,1.00,20,
699,Refi,0.75,2,
699,Refi,0.77,2,
699,Refi,1.07,11,
699,Refi,1.11,11,
699,Refi,1.12,21,
699,Refi,1.30,12,
699,Refi,1.35,13,
699,Refi,1.38,13,
699,Refi,1.72,1,
699,Purchase,1.02,25,
699,Purchase,1.15,13,
699,Purchase,1.22,16,
700,Purchase,0.67,3,
700,Purchase,0.89,11,
700,Refi,1.13,21,
700,Refi,1.15,21,
700,Refi,1.15,21,
700,Refi,1.15,21,
700,Refi,1.19,21,
700,Refi,1.24,12,
700,Refi,1.35,13,
700,Refi,1.40,13,
700,Refi,1.58,6,
700,Refi,1.59,6,
700,Purchase,1.01,20,
700,Purchase,1.02,25,
700,Purchase,1.06,25,
700,Purchase,1.07,25,
700,Purchase,1.08,25,
700,Purchase,1.13,13,
700,Purchase,1.21,13,
700,Purchase,1.23,16,
700,Purchase,1.27,16,
700,Purchase,1.28,16,
700,Purchase,1.38,5,
701,Purchase,0.83,11,
701,Purchase,0.91,11,
701,Purchase,0.99,19,
701,Refi,0.32,2,
701,Refi,0.33,2,
701,Refi,0.87,4,
701,Refi,1.01,11,
701,Refi,1.04,11,
701,Refi,1.04,11,
701,Refi,1.05,11,
701,Refi,1.25,17,
701,Refi,1.26,17,
701,Refi,1.31,17,
701,Refi,1.32,21,
701,Refi,1.33,21,
701,Refi,1.35,21,
701,Refi,1.36,21,
701,Refi,1.44,6,
701,Refi,1.51,6,
701,Refi,1.57,6,
701,Purchase,1.02,21,
701,Purchase,1.02,21,
701,Purchase,1.04,21,
701,Purchase,1.04,21,
701,Purchase,1.12,26,
701,Purchase,1.27,18,
701,Purchase,1.28,18,
701,Purchase,1.43,4,
701,Purchase,1.44,4,
702,Purchase,0.94,19,
702,Refi,0.89,4,
702,Refi,1.09,11,
702,Refi,1.14,13,
702,Refi,1.16,13,
702,Refi,1.30,17,
702,Refi,1.32,21,
702,Refi,1.33,21,
702,Refi,1.39,21,
702,Refi,1.48,6,
702,Refi,1.66,2,
702,Purchase,1.22,18,
702,Purchase,1.23,18,
702,Purchase,1.44,4,
703,Purchase,0.95,19,
703,Purchase,1.00,19,
703,Refi,0.92,4,
703,Refi,1.13,13,
703,Refi,1.21,13,
703,Refi,1.25,17,
703,Refi,1.28,17,
703,Refi,1.32,21,
703,Refi,1.34,21,
703,Refi,1.34,21,
703,Refi,1.36,21,
703,Refi,1.39,21,
703,Refi,1.42,6,
703,Refi,1.74,2,
703,Refi,1.93,1,
703,Purchase,1.05,21,
703,Purchase,1.05,21,
703,Purchase,1.11,26,
703,Purchase,1.15,26,
703,Purchase,1.16,26,
703,Purchase,1.17,26,
703,Purchase,1.18,26,
703,Purchase,1.20,26,
703,Purchase,1.30,18,
703,Purchase,1.32,9,
703,Purchase,1.38,9,
704,Purchase,0.79,2,
704,Purchase,0.85,11,
704,Purchase,0.90,11,
704,Purchase,0.94,19,
704,Refi,0.61,2,
704,Refi,1.07,11,
704,Refi,1.07,11,
704,Refi,1.12,13,
704,Refi,1.17,13,
704,Refi,1.21,17,
704,Refi,1.28,17,
704,Refi,1.31,21,
704,Refi,1.36,21,
704,Refi,1.50,6,
704,Purchase,1.06,21,
704,Purchase,1.18,26,
704,Purchase,1.36,9,
705,Purchase,0.87,11,
705,Purchase,0.89,11,
705,Purchase,0.91,11,
705,Purchase,0.92,19,
705,Purchase,0.93,19,
705,Purchase,0.99,19,
705,Refi,0.94,4,
705,Refi,1.06,11,
705,Refi,1.07,10,
705,Refi,1.17,13,
705,Refi,1.19,13,
705,Refi,1.24,17,
705,Refi,1.35,21,
705,Refi,1.38,21,
705,Refi,1.50,6,
705,Purchase,1.10,21,
705,Purchase,1.11,21,
705,Purchase,1.20,26,
705,Purchase,1.30,18,
705,Purchase,1.34,9,
705,Purchase,1.39,9,
705,Purchase,1.72,1,
706,Purchase,0.61,2,
706,Purchase,0.65,2,
706,Purchase,0.93,19,
706,Refi,0.69,2,
706,Refi,1.21,13,
706,Refi,1.22,17,
706,Refi,1.32,21,
706,Refi,1.51,6,
706,Refi,1.57,6,
706,Purchase,1.02,21,
706,Purchase,1.05,21,
706,Purchase,1.09,21,
706,Purchase,1.12,26,
706,Purchase,1.13,26,
706,Purchase,1.14,26,
706,Purchase,1.15,26,
706,Purchase,1.18,26,
706,Purchase,1.21,26,
706,Purchase,1.22,18,
706,Purchase,1.28,18,
706,Purchase,1.30,18,
706,Purchase,1.35,9,
707,Purchase,0.92,19,
707,Refi,0.83,4,
707,Refi,1.19,13,
707,Refi,1.25,17,
707,Refi,1.32,21,
707,Purchase,1.12,26,
707,Purchase,1.18,26,
707,Purchase,1.20,26,
707,Purchase,1.20,26,
707,Purchase,1.22,18,
707,Purchase,1.23,18,
707,Purchase,1.25,18,
707,Purchase,1.26,18,
707,Purchase,1.29,18,
707,Purchase,1.32,9,
707,Purchase,1.49,4,
708,Purchase,0.48,1,
708,Purchase,0.92,19,
708,Purchase,0.94,19,
708,Purchase,0.99,19,
708,Refi,1.20,13,
708,Refi,1.23,17,
708,Refi,1.23,17,
708,Refi,1.29,17,
708,Refi,1.33,21,
708,Refi,1.53,6,
708,Refi,1.69,2,
708,Purchase,1.04,21,
708,Purchase,1.05,21,
708,Purchase,1.20,26,
708,Purchase,1.22,18,
708,Purchase,1.22,18,
708,Purchase,1.26,18,
708,Purchase,1.32,9,
708,Purchase,1.62,1,
709,Purchase,0.45,1,
709,Purchase,0.90,11,
709,Purchase,1.00,19,
709,Purchase,1.00,19,
709,Refi,0.98,4,
709,Refi,1.04,10,
709,Refi,1.09,10,
709,Refi,1.11,13,
709,Refi,1.51,6,
709,Purchase,1.03,21,
709,Purchase,1.07,21,
709,Purchase,1.07,21,
709,Purchase,1.07,21,
709,Purchase,1.08,21,
709,Purchase,1.10,21,
709,Purchase,1.16,26,
709,Purchase,1.16,26,
709,Purchase,1.32,9,
710,Purchase,0.54,1,
710,Purchase,0.73,2,
710,Purchase,0.87,11,
710,Purchase,0.88,11,
710,Purchase,0.90,11,
710,Purchase,0.95,19,
710,Purchase,0.96,19,
710,Purchase,0.97,19,
710,Purchase,0.98,19,
710,Refi,0.76,1,
710,Refi,0.87,4,
710,Refi,0.96,4,
710,Refi,1.17,13,
710,Refi,1.23,17,
710,Refi,1.26,17,
710,Refi,1.26,17,
710,Refi,1.36,21,
710,Refi,1.37,21,
710,Refi,1.53,6,
710,Refi,1.77,2,
710,Purchase,1.05,21,
710,Purchase,1.12,26,
710,Purchase,1.13,26,
710,Purchase,1.14,26,
