Credit Score,Finance Type,LTV,Loans Booked,
778,Purchase,0.72,6,
778,Purchase,0.97,21,
778,Purchase,0.99,21,
778,Purchase,1.03,20,
778,Purchase,1.04,20,
778,Purchase,1.06,20,
778,Purchase,1.14,20,
778,Refi,0.83,3,
778,Refi,1.11,9,
778,Refi,1.16,9,
778,Purchase,1.30,15,
778,Purchase,1.39,5,
778,Purchase,1.43,1,
779,Purchase,0.77,6,
779,Purchase,0.79,6,
779,Purchase,0.99,21,
779,Purchase,0.99,21,
779,Purchase,1.07,20,
779,Refi,0.99,5,
779,Refi,1.03,2,
779,Refi,1.06,2,
779,Refi,1.10,2,
779,Refi,1.46,5,
779,Purchase,1.21,15,
779,Purchase,1.22,15,
780,Purchase,0.59,2,
780,Purchase,0.61,2,
780,Purchase,0.67,2,
780,Purchase,0.84,8,
780,Purchase,0.91,8,
780,Purchase,0.93,21,
780,Purchase,0.97,21,
780,Purchase,1.09,20,
780,Purchase,1.10,20,
780,Purchase,1.12,20,
780,Purchase,1.14,20,
780,Refi,1.44,5,
780,Purchase,1.15,20,
780,Purchase,1.19,20,
780,Purchase,1.23,15,
780,Purchase,1.36,5,
781,Purchase,0.69,2,
781,Purchase,1.00,24,
781,Purchase,1.03,22,
781,Purchase,1.04,22,
781,Purchase,1.07,22,
781,Purchase,1.07,22,
781,Purchase,1.14,15,
781,Refi,1.16,3,
781,Purchase,1.19,15,
781,Purchase,1.22,12,
781,Purchase,1.38,5,
782,Purchase,0.57,2,
782,Purchase,0.91,6,
782,Purchase,1.05,22,
782,Purchase,1.15,15,
782,Refi,0.64,1,
782,Refi,1.32,1,
782,Refi,1.44,4,
782,Refi,1.45,4,
782,Refi,1.50,4,
782,Purchase,1.20,15,
782,Purchase,1.27,12,
782,Purchase,1.28,12,
782,Purchase,1.30,12,
782,Purchase,1.46,1,
783,Purchase,0.74,3,
783,Purchase,0.98,24,
783,Purchase,0.99,24,
783,Purchase,0.99,24,
783,Purchase,1.00,24,
783,Purchase,1.00,24,
783,Purchase,1.01,24,
783,Purchase,1.03,22,
783,Purchase,1.07,22,
783,Purchase,1.09,22,
783,Refi,0.42,1,
783,Refi,1.16,3,
783,Refi,1.45,4,
783,Purchase,1.22,12,
783,Purchase,1.23,12,
784,Purchase,0.71,3,
784,Purchase,0.90,6,
784,Purchase,0.91,6,
784,Purchase,0.92,24,
784,Purchase,0.92,24,
784,Purchase,0.92,24,
784,Purchase,0.93,24,
784,Purchase,1.00,24,
784,Purchase,1.03,22,
784,Purchase,1.06,22,
784,Purchase,1.08,22,
784,Purchase,1.10,22,
784,Purchase,1.10,22,
784,Purchase,1.10,22,
784,Purchase,1.16,15,
784,Refi,1.63,1,
784,Purchase,1.21,15,
784,Purchase,1.24,12,
784,Purchase,1.28,12,
785,Purchase,0.92,24,
785,Purchase,1.03,22,
785,Purchase,1.10,22,
785,Purchase,1.12,15,
785,Purchase,1.13,15,
785,Purchase,1.13,15,
785,Purchase,1.15,15,
785,Refi,0.91,3,
785,Refi,1.16,3,
785,Purchase,1.25,12,
785,Purchase,1.35,5,
786,Purchase,0.63,2,
786,Purchase,0.77,3,
786,Purchase,0.91,24,
786,Purchase,0.99,24,
786,Purchase,1.03,22,
786,Purchase,1.04,22,
786,Refi,0.97,3,
786,Refi,1.10,2,
786,Purchase,1.31,5,
787,Purchase,0.91,24,
787,Purchase,0.95,24,
787,Purchase,0.96,24,
787,Purchase,0.99,24,
787,Purchase,1.02,22,
787,Refi,0.74,1,
787,Purchase,1.29,12,
787,Purchase,1.34,5,
788,Purchase,0.91,24,
788,Purchase,0.95,24,
788,Purchase,0.96,24,
788,Purchase,1.02,22,
788,Purchase,1.08,22,
788,Purchase,1.15,15,
788,Purchase,1.15,15,
788,Purchase,1.16,15,
788,Refi,1.06,2,
788,Purchase,1.20,15,
788,Purchase,1.25,12,
789,Purchase,0.48,3,
789,Purchase,0.58,2,
789,Purchase,0.86,6,
789,Purchase,0.88,6,
789,Purchase,0.91,6,
789,Purchase,0.99,24,
789,Purchase,1.09,22,
789,Purchase,1.11,15,
789,Refi,0.95,3,
789,Purchase,1.38,5,
790,Purchase,0.98,24,
790,Purchase,1.24,12,
791,Purchase,0.51,2,
791,Purchase,0.70,5,
791,Purchase,0.90,7,
791,Purchase,0.94,23,
791,Purchase,1.07,22,
791,Purchase,1.09,22,
791,Purchase,1.13,20,
791,Purchase,1.13,20,
791,Refi,0.83,4,
791,Refi,1.21,4,
792,Purchase,0.61,3,
792,Purchase,0.92,23,
792,Purchase,0.93,23,
792,Purchase,0.95,23,
792,Purchase,1.03,22,
792,Purchase,1.04,22,
792,Purchase,1.12,20,
792,Purchase,1.20,20,
792,Purchase,1.22,13,
792,Purchase,1.23,13,
792,Purchase,1.27,13,
792,Purchase,1.27,13,
792,Purchase,1.43,2,
793,Purchase,0.57,3,
793,Purchase,0.66,5,
793,Purchase,0.90,7,
793,Purchase,0.94,23,
793,Purchase,0.95,23,
793,Purchase,1.11,20,
793,Purchase,1.16,20,
793,Refi,0.89,4,
793,Refi,1.03,2,
793,Refi,1.29,4,
793,Refi,1.31,4,
793,Purchase,1.28,13,
793,Purchase,1.30,13,
794,Purchase,0.43,1,
794,Purchase,0.67,5,
794,Purchase,0.68,5,
794,Purchase,0.79,7,
794,Purchase,0.86,7,
794,Purchase,0.92,23,
794,Purchase,0.93,23,
794,Purchase,1.03,22,
794,Purchase,1.05,22,
794,Purchase,1.06,22,
794,Purchase,1.09,22,
794,Purchase,1.16,20,
794,Purchase,1.17,20,
794,Purchase,1.17,20,
794,Purchase,1.19,20,
794,Purchase,1.20,20,
794,Purchase,1.24,13,
794,Purchase,1.40,3,
794,Purchase,1.49,2,
795,Purchase,0.57,3,
795,Purchase,0.78,7,
795,Purchase,1.02,22,
795,Purchase,1.13,20,
795,Refi,0.76,1,
795,Refi,0.95,3,
795,Refi,1.23,4,
795,Purchase,1.21,20,
796,Purchase,0.68,5,
796,Purchase,0.82,7,
796,Purchase,0.87,7,
796,Purchase,0.93,23,
796,Purchase,0.98,23,
796,Purchase,1.08,22,
796,Purchase,1.09,22,
796,Purchase,1.10,22,
796,Purchase,1.12,20,
796,Purchase,1.12,20,
796,Purchase,1.20,20,
797,Purchase,0.40,2,
797,Purchase,0.97,23,
797,Purchase,0.98,23,
797,Purchase,1.01,23,
797,Purchase,1.07,22,
797,Refi,0.83,4,
797,Refi,0.91,4,
797,Refi,0.93,3,
797,Purchase,1.18,20,
797,Purchase,1.19,20,
797,Purchase,1.27,13,
797,Purchase,1.38,3,
798,Purchase,0.32,2,
798,Purchase,0.78,7,
798,Purchase,0.96,23,
798,Purchase,0.97,23,
798,Purchase,0.99,23,
798,Purchase,1.07,22,
798,Purchase,1.07,22,
798,Purchase,1.08,22,
798,Purchase,1.08,22,
798,Purchase,1.10,22,
798,Refi,1.11,1,
798,Purchase,1.24,13,
798,Purchase,1.25,13,
799,Purchase,0.72,7,
799,Purchase,0.79,7,
799,Purchase,0.83,7,
799,Purchase,1.04,22,
799,Purchase,1.06,22,
799,Purchase,1.11,22,
799,Purchase,1.15,20,
799,Purchase,1.23,13,
799,Purchase,1.32,3,
800,Purchase,0.77,7,
800,Purchase,0.81,7,
800,Purchase,0.86,7,
800,Purchase,0.93,23,
800,Purchase,0.98,23,
800,Purchase,0.98,23,
800,Purchase,0.98,23,
800,Purchase,1.00,23,
800,Purchase,1.00,23,
800,Purchase,1.01,23,
800,Purchase,1.04,29,
800,Purchase,1.15,20,
800,Refi,0.93,3,
800,Refi,1.07,2,
800,Purchase,1.25,13,
800,Purchase,1.27,13,
801,Purchase,0.54,2,
801,Purchase,0.93,16,
801,Purchase,1.03,29,
801,Purchase,1.03,29,
801,Purchase,1.07,29,
801,Refi,1.08,2,
802,Purchase,0.79,5,
802,Purchase,0.81,5,
802,Purchase,0.94,16,
802,Purchase,0.94,16,
802,Purchase,0.94,16,
802,Purchase,0.95,16,
802,Purchase,1.03,29,
802,Purchase,1.03,29,
802,Purchase,1.04,29,
802,Purchase,1.04,29,
802,Purchase,1.05,29,
802,Purchase,1.13,19,
802,Purchase,1.15,19,
802,Purchase,1.27,4,
803,Purchase,0.79,5,
803,Purchase,0.87,8,
803,Purchase,0.97,16,
803,Purchase,1.11,19,
803,Purchase,1.18,19,
803,Refi,0.91,2,
803,Refi,1.03,2,
804,Purchase,0.79,5,
804,Purchase,0.95,16,
804,Purchase,0.95,16,
804,Purchase,0.96,16,
804,Purchase,0.98,16,
804,Purchase,1.01,29,
804,Purchase,1.02,29,
804,Purchase,1.04,29,
804,Purchase,1.05,29,
804,Purchase,1.09,29,
804,Refi,0.76,2,
804,Refi,0.81,2,
804,Refi,0.86,2,
804,Purchase,1.35,5,
805,Purchase,0.20,1,
805,Purchase,1.00,16,
805,Purchase,1.05,29,
805,Purchase,1.12,19,
805,Purchase,1.13,19,
805,Purchase,1.15,19,
805,Purchase,1.15,19,
805,Purchase,1.16,19,
805,Purchase,1.23,4,
806,Purchase,0.61,2,
806,Purchase,0.67,5,
806,Purchase,0.71,5,
806,Purchase,0.85,8,
806,Purchase,0.95,16,
806,Purchase,0.99,16,
806,Purchase,1.03,29,
806,Purchase,1.03,29,
806,Purchase,1.04,29,
806,Purchase,1.10,29,
806,Purchase,1.15,19,
806,Purchase,1.23,4,
807,Purchase,0.86,8,
807,Purchase,0.92,16,
807,Purchase,1.04,29,
807,Purchase,1.06,29,
807,Purchase,1.08,29,
807,Purchase,1.18,19,
807,Purchase,1.51,1,
808,Purchase,0.65,5,
808,Purchase,0.70,5,
808,Purchase,0.75,5,
808,Purchase,0.89,8,
808,Purchase,0.92,16,
808,Purchase,1.02,29,
808,Purchase,1.05,29,
808,Purchase,1.11,29,
808,Purchase,1.19,19,
808,Purchase,1.26,4,
808,Purchase,1.31,5,
808,Purchase,1.41,5,
809,Purchase,0.66,5,
809,Purchase,0.82,8,
809,Purchase,0.86,8,
809,Purchase,0.97,16,
809,Purchase,1.01,29,
809,Purchase,1.05,29,
809,Purchase,1.11,29,
809,Purchase,1.11,19,
809,Purchase,1.16,19,
809,Purchase,1.17,19,
809,Purchase,1.31,5,
810,Purchase,0.87,8,
810,Purchase,0.90,8,
810,Purchase,1.06,29,
810,Purchase,1.07,29,
810,Purchase,1.11,19,
810,Purchase,1.13,19,
810,Purchase,1.20,19,
810,Purchase,1.20,19,
810,Refi,1.26,1,
810,Purchase,1.41,5,
811,Purchase,0.59,4,
811,Purchase,0.72,11,
811,Purchase,0.73,11,
811,Purchase,0.94,18,
811,Purchase,0.96,18,
811,Purchase,0.99,18,
811,Purchase,0.99,18,
811,Purchase,1.01,18,
811,Purchase,1.04,29,
811,Purchase,1.08,29,
811,Purchase,1.10,29,
811,Purchase,1.11,12,
812,Purchase,0.94,18,
812,Purchase,1.10,29,
812,Purchase,1.13,12,
813,Purchase,0.51,4,
813,Purchase,0.77,11,
813,Purchase,1.02,29,
813,Purchase,1.03,29,
813,Purchase,1.03,29,
813,Purchase,1.04,29,
813,Purchase,1.04,29,
813,Purchase,1.06,29,
813,Purchase,1.07,29,
813,Purchase,1.11,12,
813,Purchase,1.14,12,
813,Purchase,1.21,8,
813,Refi,0.95,3,
813,Refi,1.06,2,
813,Refi,1.17,1,
813,Purchase,1.22,8,
814,Purchase,0.66,3,
814,Purchase,0.77,11,
814,Purchase,0.81,11,
814,Purchase,0.96,18,
814,Purchase,1.05,29,
814,Purchase,1.07,29,
814,Purchase,1.10,29,
814,Purchase,1.12,12,
814,Purchase,1.17,12,
814,Purchase,1.47,2,
814,Purchase,1.57,1,
815,Purchase,0.61,3,
815,Purchase,0.80,11,
815,Purchase,0.81,4,
815,Purchase,0.88,4,
815,Purchase,0.95,18,
815,Purchase,0.98,18,
815,Purchase,1.01,29,
815,Purchase,1.03,29,
815,Purchase,1.03,29,
815,Purchase,1.05,29,
815,Purchase,1.05,29,
815,Purchase,1.09,29,
815,Purchase,1.19,12,
815,Refi,1.01,2,
815,Purchase,1.24,8,
816,Purchase,0.86,4,
816,Purchase,0.93,18,
816,Purchase,0.96,18,
817,Purchase,0.48,2,
817,Purchase,0.72,11,
817,Purchase,0.78,11,
817,Purchase,0.98,18,
817,Purchase,1.08,29,
817,Purchase,1.08,29,
817,Purchase,1.14,12,
817,Purchase,1.23,8,
817,Purchase,1.34,1,
818,Purchase,0.33,1,
818,Purchase,0.53,4,
818,Purchase,0.56,4,
818,Purchase,0.75,11,
818,Purchase,0.81,11,
818,Purchase,0.93,18,
818,Purchase,0.95,18,
818,Purchase,1.01,29,
818,Purchase,1.09,29,
818,Purchase,1.10,29,
818,Purchase,1.18,12,
818,Purchase,1.18,12,
818,Purchase,1.19,12,
818,Refi,0.49,1,
818,Refi,0.97,3,
818,Refi,1.29,1,
818,Refi,1.33,1,
819,Purchase,0.67,3,
819,Purchase,0.77,11,
819,Purchase,0.84,4,
819,Purchase,0.94,18,
819,Purchase,1.00,18,
819,Purchase,1.00,18,
819,Purchase,1.02,29,
819,Purchase,1.22,8,
819,Refi,0.92,3,
820,Purchase,0.97,18,
820,Purchase,1.05,29,
820,Purchase,1.06,29,
820,Purchase,1.09,29,
820,Purchase,1.13,12,
820,Purchase,1.22,8,
820,Refi,0.68,1,
820,Refi,1.72,1,
820,Purchase,1.26,8,
820,Purchase,1.31,8,
820,Purchase,1.48,2,
821,Purchase,0.59,8,
821,Purchase,0.99,14,
821,Purchase,1.07,25,
821,Purchase,1.08,25,
821,Purchase,1.15,15,
821,Purchase,1.16,15,
821,Purchase,1.16,15,
821,Refi,0.86,2,
822,Purchase,0.47,1,
822,Purchase,0.57,8,
822,Purchase,0.73,4,
822,Purchase,0.74,4,
822,Purchase,0.90,7,
822,Purchase,1.04,25,
822,Refi,1.04,4,
822,Refi,1.04,4,
822,Purchase,1.30,6,
822,Purchase,1.43,2,
823,Purchase,0.99,14,
823,Purchase,1.00,14,
823,Purchase,1.01,25,
823,Purchase,1.09,25,
823,Purchase,1.15,15,
823,Purchase,1.18,15,
823,Refi,0.87,2,
823,Purchase,1.31,4,
823,Purchase,1.32,4,
823,Purchase,1.44,2,
824,Purchase,0.37,1,
824,Purchase,0.54,8,
824,Purchase,0.67,6,
824,Purchase,0.94,14,
824,Purchase,0.98,14,
824,Purchase,1.06,25,
824,Purchase,1.07,25,
824,Purchase,1.07,25,
824,Purchase,1.08,25,
824,Purchase,1.17,15,
824,Purchase,1.51,1,
825,Purchase,0.21,1,
825,Purchase,0.57,8,
825,Purchase,0.57,8,
825,Purchase,0.64,6,
825,Purchase,0.82,7,
825,Purchase,0.84,7,
825,Purchase,0.89,7,
825,Purchase,0.94,14,
825,Purchase,0.98,14,
825,Purchase,1.00,14,
825,Purchase,1.06,25,
825,Purchase,1.17,15,
825,Refi,1.09,4,
826,Purchase,0.47,1,
826,Purchase,0.48,3,
826,Purchase,0.70,6,
826,Purchase,0.82,7,
826,Purchase,0.95,14,
826,Purchase,1.01,25,
826,Purchase,1.01,25,
826,Purchase,1.09,25,
826,Purchase,1.10,25,
826,Purchase,1.12,15,
826,Purchase,1.20,15,
826,Refi,0.99,1,
827,Purchase,0.90,7,
827,Purchase,0.90,7,
827,Purchase,1.00,14,
827,Purchase,1.08,25,
827,Purchase,1.21,15,
827,Purchase,1.22,6,
827,Purchase,1.24,6,
827,Refi,0.71,1,
827,Purchase,1.39,4,
828,Purchase,0.57,8,
828,Purchase,0.63,6,
828,Purchase,0.70,6,
828,Purchase,0.93,14,
828,Purchase,1.02,25,
828,Purchase,1.02,25,
828,Purchase,1.04,25,
828,Purchase,1.07,25,
828,Purchase,1.13,15,
828,Purchase,1.24,6,
828,Refi,1.25,2,
829,Purchase,0.61,8,
829,Purchase,0.63,6,
829,Purchase,0.77,4,
829,Purchase,0.96,14,
829,Purchase,1.01,14,
829,Purchase,1.02,25,
829,Purchase,1.03,25,
829,Purchase,1.08,25,
829,Purchase,1.18,15,
829,Purchase,1.19,15,
829,Purchase,1.25,6,
829,Refi,1.07,4,
829,Refi,1.50,1,
829,Purchase,1.28,6,
830,Purchase,0.58,8,
830,Purchase,0.80,4,
830,Purchase,0.93,14,
830,Purchase,1.05,25,
830,Purchase,1.06,25,
830,Purchase,1.11,25,
830,Purchase,1.16,15,
830,Purchase,1.20,15,
830,Refi,1.17,1,
830,Refi,1.30,2,
830,Purchase,1.38,4,
831,Purchase,0.52,3,
831,Purchase,0.76,11,
831,Purchase,0.89,11,
831,Purchase,0.91,20,
831,Purchase,0.95,20,
831,Purchase,0.97,20,
831,Purchase,0.99,20,
831,Purchase,1.00,20,
831,Purchase,1.09,23,
831,Purchase,1.30,11,
832,Purchase,0.33,2,
832,Purchase,0.83,11,
832,Purchase,0.85,11,
832,Purchase,0.86,11,
832,Purchase,0.87,11,
832,Purchase,0.99,20,
832,Purchase,1.00,20,
832,Purchase,1.15,13,
832,Purchase,1.25,11,
832,Refi,1.08,1,
832,Purchase,1.29,11,
833,Purchase,0.78,11,
833,Purchase,0.81,11,
833,Purchase,0.86,11,
833,Purchase,0.99,20,
833,Purchase,1.10,23,
833,Refi,0.95,1,
833,Purchase,1.30,11,
833,Purchase,1.31,11,
833,Purchase,1.40,4,
834,Purchase,0.74,11,
834,Purchase,0.80,11,
834,Purchase,0.89,11,
834,Purchase,0.99,20,
834,Purchase,1.01,20,
834,Purchase,1.02,23,
834,Purchase,1.07,23,
834,Purchase,1.07,23,
834,Refi,0.76,1,
834,Purchase,1.33,4,
835,Purchase,0.43,1,
835,Purchase,0.77,11,
835,Purchase,0.78,11,
835,Purchase,0.79,11,
835,Purchase,0.81,11,
835,Purchase,0.96,20,
835,Purchase,0.98,20,
835,Purchase,0.99,20,
835,Purchase,1.05,23,
835,Purchase,1.07,23,
835,Purchase,1.08,23,
835,Purchase,1.10,23,
835,Purchase,1.16,13,
835,Purchase,1.25,11,
836,Purchase,0.46,2,
836,Purchase,0.49,3,
836,Purchase,0.93,20,
836,Purchase,0.97,20,
836,Purchase,1.07,23,
836,Purchase,1.08,23,
836,Purchase,1.10,23,
836,Purchase,1.11,13,
836,Purchase,1.38,4,
837,Purchase,0.89,11,
837,Purchase,0.96,20,
837,Purchase,1.08,23,
837,Purchase,1.08,23,
837,Purchase,1.10,23,
837,Purchase,1.14,13,
837,Purchase,1.15,13,
837,Purchase,1.17,13,
837,Purchase,1.19,13,
837,Refi,1.61,1,
837,Purchase,1.38,4,
837,Purchase,1.41,1,
838,Purchase,0.38,1,
838,Purchase,0.57,3,
838,Purchase,0.62,3,
838,Purchase,0.66,3,
838,Purchase,0.93,20,
838,Purchase,0.96,20,
838,Purchase,1.01,23,
838,Purchase,1.02,23,
838,Purchase,1.13,13,
838,Refi,1.13,2,
839,Purchase,0.63,3,
839,Purchase,0.77,11,
839,Purchase,0.86,11,
839,Purchase,0.93,20,
839,Purchase,1.01,20,
839,Purchase,1.02,23,
839,Purchase,1.30,11,
839,Refi,1.16,2,
839,Purchase,1.30,11,
840,Purchase,0.52,3,
840,Purchase,0.72,11,
840,Purchase,0.72,11,
840,Purchase,0.79,11,
840,Purchase,1.02,23,
840,Purchase,1.03,23,
840,Purchase,1.04,23,
840,Purchase,1.08,23,
840,Purchase,1.10,23,
840,Purchase,1.11,13,
840,Purchase,1.13,13,
840,Purchase,1.17,13,
840,Purchase,1.17,13,
840,Purchase,1.19,13,
840,Purchase,1.21,11,
840,Purchase,1.22,11,
840,Purchase,1.25,11,
841,Purchase,0.42,1,
841,Purchase,0.94,15,
841,Purchase,1.06,25,
842,Purchase,0.85,10,
842,Purchase,0.94,15,
842,Purchase,0.98,15,
842,Purchase,1.04,25,
842,Purchase,1.05,25,
842,Purchase,1.09,25,
842,Refi,0.69,1,
843,Purchase,0.88,10,
843,Purchase,0.96,15,
843,Purchase,1.03,25,
843,Purchase,1.03,25,
843,Purchase,1.10,25,
843,Purchase,1.16,13,
843,Purchase,1.30,10,
843,Refi,0.46,2,
843,Refi,0.46,2,
843,Purchase,1.33,3,
844,Purchase,0.63,6,
844,Purchase,0.69,6,
844,Purchase,0.71,6,
844,Purchase,0.72,6,
844,Purchase,0.80,6,
844,Purchase,0.86,10,
844,Purchase,1.00,15,
844,Purchase,1.09,25,
844,Purchase,1.12,13,
844,Purchase,1.18,13,
844,Refi,0.85,1,
844,Purchase,1.31,3,
845,Purchase,0.99,15,
845,Purchase,1.03,25,
845,Purchase,1.08,25,
845,Purchase,1.14,13,
845,Refi,1.27,1,
845,Purchase,1.44,1,
846,Purchase,0.52,3,
846,Purchase,0.57,3,
846,Purchase,0.83,10,
846,Purchase,0.85,10,
846,Purchase,0.87,10,
846,Purchase,0.88,10,
846,Purchase,0.92,15,
846,Purchase,1.02,25,
846,Purchase,1.02,25,
846,Purchase,1.02,25,
846,Purchase,1.07,25,
846,Purchase,1.08,25,
846,Purchase,1.09,25,
846,Purchase,1.11,13,
846,Purchase,1.14,13,
846,Purchase,1.18,13,
846,Purchase,1.23,10,
846,Purchase,1.23,10,
846,Purchase,1.24,10,
846,Refi,1.00,1,
847,Purchase,0.88,10,
847,Purchase,0.97,15,
847,Purchase,0.98,15,
847,Purchase,1.00,15,
847,Purchase,1.08,25,
847,Purchase,1.09,25,
847,Purchase,1.09,25,
847,Purchase,1.16,13,
848,Purchase,0.50,3,
848,Purchase,0.54,3,
848,Purchase,0.70,6,
848,Purchase,0.80,6,
848,Purchase,0.95,15,
848,Purchase,0.96,15,
848,Purchase,1.00,15,
848,Purchase,1.04,25,
848,Purchase,1.06,25,
848,Purchase,1.09,25,
848,Purchase,1.10,25,
848,Purchase,1.12,13,
848,Purchase,1.19,13,
848,Purchase,1.22,10,
849,Purchase,0.66,6,
849,Purchase,0.78,6,
849,Purchase,0.79,6,
849,Purchase,0.80,6,
849,Purchase,0.98,15,
849,Purchase,1.00,15,
849,Purchase,1.01,25,
849,Purchase,1.06,25,
849,Purchase,1.19,13,
849,Purchase,1.21,10,
849,Purchase,1.26,10,
849,Purchase,1.32,3,
850,Purchase,0.65,6,
850,Purchase,0.91,10,
850,Purchase,0.91,10,
850,Purchase,1.15,13,
850,Purchase,1.17,13,
850,Purchase,1.26,10,
850,Purchase,1.28,10,
850,Purchase,1.30,10,
851,Purchase,0.62,4,
851,Purchase,0.78,6,
851,Purchase,0.80,6,
851,Purchase,0.88,13,
851,Purchase,0.94,14,
851,Purchase,1.00,14,
851,Purchase,1.14,19,
851,Purchase,1.29,6,
851,Purchase,1.31,2,
852,Purchase,0.60,6,
852,Purchase,0.78,6,
852,Purchase,0.92,14,
852,Purchase,0.99,14,
852,Purchase,1.00,14,
852,Purchase,1.06,27,
852,Purchase,1.09,27,
852,Purchase,1.17,19,
852,Purchase,1.22,6,
852,Purchase,1.24,6,
853,Purchase,0.76,6,
853,Purchase,0.88,13,
853,Purchase,1.02,27,
853,Purchase,1.08,27,
853,Purchase,1.09,27,
853,Purchase,1.11,27,
853,Purchase,1.13,19,
853,Purchase,1.28,6,
854,Purchase,0.68,4,
854,Purchase,0.70,4,
854,Purchase,0.84,13,
854,Purchase,0.87,13,
854,Purchase,0.89,13,
854,Purchase,0.94,14,
854,Purchase,0.99,14,
854,Purchase,1.02,27,
855,Purchase,0.51,2,
855,Purchase,0.58,6,
855,Purchase,0.60,6,
855,Purchase,0.84,13,
855,Purchase,0.87,13,
855,Purchase,0.87,13,
855,Purchase,0.90,13,
855,Purchase,1.05,27,
855,Purchase,1.05,27,
855,Purchase,1.07,27,
855,Purchase,1.13,19,
855,Purchase,1.19,19,
855,Purchase,1.34,2,
856,Purchase,0.82,13,
856,Purchase,0.84,13,
856,Purchase,1.04,27,
856,Purchase,1.05,27,
856,Purchase,1.05,27,
856,Purchase,1.09,27,
856,Purchase,1.13,19,
856,Purchase,1.17,19,
856,Purchase,1.18,19,
857,Purchase,0.79,6,
857,Purchase,0.80,6,
857,Purchase,0.93,14,
857,Purchase,0.99,14,
857,Purchase,1.01,14,
857,Purchase,1.03,27,
857,Purchase,1.04,27,
857,Purchase,1.08,27,
857,Purchase,1.13,19,
857,Purchase,1.20,19,
858,Purchase,0.88,13,
858,Purchase,0.91,14,
858,Purchase,1.02,27,
858,Purchase,1.04,27,
858,Purchase,1.13,19,
858,Purchase,1.14,19,
858,Purchase,1.20,19,
858,Purchase,1.27,6,
859,Purchase,0.50,2,
859,Purchase,0.53,6,
859,Purchase,0.56,6,
859,Purchase,0.62,4,
859,Purchase,0.83,13,
859,Purchase,1.01,14,
859,Purchase,1.01,27,
859,Purchase,1.01,27,
859,Purchase,1.02,27,
859,Purchase,1.14,19,
859,Purchase,1.16,19,
859,Purchase,1.17,19,
859,Purchase,1.18,19,
860,Purchase,0.52,6,
860,Purchase,0.94,14,
860,Purchase,1.00,14,
860,Purchase,1.02,27,
860,Purchase,1.02,27,
860,Purchase,1.03,27,
860,Purchase,1.04,27,
860,Purchase,1.05,27,
860,Purchase,1.12,19,
860,Purchase,1.14,19,
860,Purchase,1.24,6,
861,Purchase,0.80,5,
861,Purchase,0.80,5,
861,Purchase,0.83,11,
861,Purchase,0.88,11,
861,Purchase,0.92,13,
861,Purchase,0.96,13,
861,Purchase,0.97,13,
861,Purchase,1.04,19,
861,Purchase,1.06,19,
861,Purchase,1.14,9,
861,Purchase,1.17,9,
861,Purchase,1.32,4,
862,Purchase,0.41,2,
862,Purchase,0.73,5,
862,Purchase,0.96,13,
862,Purchase,1.01,19,
862,Purchase,1.01,19,
862,Purchase,1.06,19,
862,Purchase,1.08,19,
862,Purchase,1.39,4,
863,Purchase,0.59,1,
863,Purchase,0.85,11,
863,Purchase,0.91,11,
863,Purchase,0.92,13,
863,Purchase,1.04,19,
863,Purchase,1.05,19,
863,Purchase,1.06,19,
863,Purchase,1.11,19,
863,Purchase,1.23,2,
863,Purchase,1.31,4,
864,Purchase,0.89,11,
864,Purchase,1.06,19,
864,Purchase,1.08,19,
864,Purchase,1.14,9,
864,Purchase,1.15,9,
864,Purchase,1.20,9,
864,Purchase,1.25,2,
864,Purchase,1.42,3,
865,Purchase,0.82,11,
865,Purchase,0.92,13,
865,Purchase,0.94,13,
865,Purchase,1.00,13,
865,Purchase,1.03,19,
865,Purchase,1.31,4,
866,Purchase,0.88,11,
866,Purchase,0.95,13,
867,Purchase,0.95,13,
867,Purchase,0.99,13,
867,Purchase,1.08,19,
867,Purchase,1.09,19,
867,Purchase,1.20,9,
868,Purchase,0.74,5,
868,Purchase,0.84,11,
868,Purchase,1.03,19,
868,Purchase,1.03,19,
868,Purchase,1.41,3,
868,Purchase,1.47,3,
869,Purchase,0.80,5,
869,Purchase,0.86,11,
869,Purchase,0.90,11,
869,Purchase,0.92,13,
869,Purchase,1.03,19,
869,Purchase,1.03,19,
869,Purchase,1.19,9,
870,Purchase,0.47,2,
870,Purchase,0.84,11,
870,Purchase,0.94,13,
870,Purchase,1.16,9,
870,Purchase,1.18,9,
871,Purchase,0.65,5,
871,Purchase,0.83,6,
871,Purchase,0.91,6,
871,Purchase,1.14,8,
872,Purchase,0.41,2,
872,Purchase,0.63,5,
872,Purchase,0.87,6,
872,Purchase,0.90,6,
872,Purchase,1.10,11,
872,Purchase,1.10,11,
873,Purchase,0.63,5,
873,Purchase,0.68,5,
873,Purchase,0.80,5,
873,Purchase,0.95,8,
873,Purchase,0.99,8,
873,Purchase,1.04,11,
873,Purchase,1.15,8,
874,Purchase,0.61,2,
874,Purchase,0.73,5,
874,Purchase,0.75,5,
874,Purchase,1.43,2,
875,Purchase,0.71,5,
875,Purchase,0.89,6,
875,Purchase,0.95,8,
875,Purchase,0.99,8,
875,Purchase,1.04,11,
875,Purchase,1.13,8,
875,Purchase,1.19,8,
875,Purchase,1.19,8,
875,Purchase,1.43,2,
876,Purchase,0.83,6,
876,Purchase,1.15,8,
876,Purchase,1.22,3,
