Credit Score,Finance Type,Trade-in Value,Loan Booked
765,Refi,20250,6/5/2019 0:00
646,Refi,15425,6/5/2019 0:00
729,Purchase,10850,6/5/2019 0:00
604,Purchase,10225,6/5/2019 0:00
632,Purchase,14450,6/6/2019 0:00
751,Purchase,7200,6/6/2019 0:00
821,Purchase,13475,6/6/2019 0:00
708,Purchase,25900,6/6/2019 0:00
679,Purchase,13675,6/6/2019 0:00
819,Purchase,25250,6/6/2019 0:00
636,Purchase,15125,6/6/2019 0:00
829,Refi,23200,6/6/2019 0:00
557,Purchase,12800,6/6/2019 0:00
623,Purchase,20275,6/6/2019 0:00
640,Refi,21550,6/6/2019 0:00
671,Refi,18825,6/6/2019 0:00
762,Purchase,15675,6/6/2019 0:00
778,Purchase,21625,6/6/2019 0:00
644,Refi,24600,6/6/2019 0:00
675,Refi,21850,6/6/2019 0:00
633,Refi,37000,6/6/2019 0:00
792,Purchase,20075,6/6/2019 0:00
858,Purchase,23100,6/6/2019 0:00
849,Purchase,10200,6/6/2019 0:00
651,Refi,14075,6/6/2019 0:00
597,Purchase,15175,6/6/2019 0:00
612,Purchase,18025,6/7/2019 0:00
690,Refi,26175,6/7/2019 0:00
774,Purchase,19400,6/7/2019 0:00
800,Refi,35800,6/7/2019 0:00
608,Refi,16300,6/7/2019 0:00
596,Refi,7800,6/7/2019 0:00
763,Purchase,8125,6/7/2019 0:00
720,Refi,14850,6/7/2019 0:00
752,Refi,12225,6/7/2019 0:00
626,Purchase,17200,6/7/2019 0:00
863,Purchase,29350,6/7/2019 0:00
857,Purchase,5940,6/7/2019 0:00
828,Refi,12175,6/7/2019 0:00
621,Refi,13075,6/7/2019 0:00
624,Refi,7850,6/7/2019 0:00
718,Refi,13075,6/7/2019 0:00
582,Refi,16450,6/7/2019 0:00
643,Purchase,34775,6/7/2019 0:00
740,Purchase,8625,6/7/2019 0:00
619,Purchase,10950,6/7/2019 0:00
771,Purchase,23175,6/7/2019 0:00
608,Purchase,16175,6/10/2019 0:00
656,Refi,22275,6/10/2019 0:00
644,Refi,17300,6/10/2019 0:00
636,Purchase,19000,6/10/2019 0:00
735,Refi,39750,6/10/2019 0:00
837,Purchase,24825,6/10/2019 0:00
709,Purchase,24250,6/10/2019 0:00
635,Purchase,23300,6/10/2019 0:00
877,Purchase,11200,6/10/2019 0:00
581,Refi,13300,6/10/2019 0:00
656,Refi,16850,6/10/2019 0:00
616,Purchase,22025,6/10/2019 0:00
791,Purchase,23650,6/10/2019 0:00
626,Refi,35050,6/10/2019 0:00
814,Purchase,10675,6/10/2019 0:00
708,Purchase,27750,6/10/2019 0:00
694,Refi,19175,6/10/2019 0:00
734,Refi,20075,6/10/2019 0:00
694,Refi,16875,6/10/2019 0:00
806,Purchase,25550,6/10/2019 0:00
869,Purchase,9825,6/11/2019 0:00
660,Purchase,12175,6/11/2019 0:00
593,Refi,15550,6/11/2019 0:00
822,Purchase,25850,6/11/2019 0:00
614,Purchase,24250,6/11/2019 0:00
590,Refi,17650,6/11/2019 0:00
732,Purchase,12125,6/11/2019 0:00
618,Purchase,19225,6/11/2019 0:00
653,Refi,17625,6/11/2019 0:00
518,Purchase,10050,6/11/2019 0:00
629,Refi,26375,6/11/2019 0:00
825,Purchase,26325,6/11/2019 0:00
704,Refi,10575,6/11/2019 0:00
681,Purchase,7150,6/11/2019 0:00
676,Purchase,28550,6/12/2019 0:00
675,Purchase,23775,6/12/2019 0:00
620,Refi,6850,6/12/2019 0:00
589,Purchase,8475,6/12/2019 0:00
674,Purchase,13800,6/12/2019 0:00
739,Refi,15275,6/12/2019 0:00
755,Refi,8000,6/12/2019 0:00
705,Purchase,22725,6/12/2019 0:00
614,Purchase,13475,6/12/2019 0:00
741,Refi,25350,6/12/2019 0:00
611,Purchase,28600,6/12/2019 0:00
544,Purchase,10800,6/12/2019 0:00
676,Refi,23150,6/12/2019 0:00
604,Refi,22875,6/12/2019 0:00
828,Purchase,25550,6/12/2019 0:00
784,Purchase,13500,6/12/2019 0:00
793,Purchase,10350,6/12/2019 0:00
615,Refi,11975,6/12/2019 0:00
598,Refi,35875,6/12/2019 0:00
667,Refi,26225,6/12/2019 0:00
624,Refi,18100,6/13/2019 0:00
719,Purchase,28150,6/13/2019 0:00
621,Refi,21050,6/13/2019 0:00
691,Refi,17450,6/13/2019 0:00
589,Refi,22500,6/13/2019 0:00
721,Purchase,13700,6/13/2019 0:00
500,Purchase,11175,6/13/2019 0:00
622,Refi,21306.6,6/13/2019 0:00
807,Purchase,8950,6/13/2019 0:00
691,Refi,14900,6/13/2019 0:00
805,Purchase,23550,6/13/2019 0:00
569,Refi,13100,6/14/2019 0:00
699,Refi,12400,6/14/2019 0:00
712,Purchase,16400,6/14/2019 0:00
643,Refi,9025,6/14/2019 0:00
612,Purchase,19575,6/14/2019 0:00
598,Purchase,8475,6/14/2019 0:00
717,Refi,10475,6/14/2019 0:00
727,Refi,17250,6/14/2019 0:00
605,Refi,24800,6/14/2019 0:00
599,Purchase,14100,6/14/2019 0:00
592,Purchase,14925,6/14/2019 0:00
625,Purchase,12250,6/14/2019 0:00
756,Purchase,10950,6/14/2019 0:00
581,Refi,12500,6/14/2019 0:00
694,Refi,28575,6/14/2019 0:00
606,Refi,28475,6/14/2019 0:00
721,Refi,42300,6/14/2019 0:00
850,Purchase,18325,6/14/2019 0:00
775,Purchase,10450,6/14/2019 0:00
755,Purchase,13950,6/17/2019 0:00
580,Refi,48125,6/17/2019 0:00
654,Purchase,12100,6/17/2019 0:00
599,Refi,30125,6/17/2019 0:00
687,Refi,31425,6/17/2019 0:00
628,Refi,22775,6/17/2019 0:00
774,Refi,29325,6/17/2019 0:00
840,Purchase,16025,6/17/2019 0:00
691,Purchase,10175,6/17/2019 0:00
651,Purchase,21525,6/17/2019 0:00
696,Purchase,20200,6/17/2019 0:00
585,Purchase,12525,6/17/2019 0:00
751,Purchase,25500,6/17/2019 0:00
568,Refi,12750,6/17/2019 0:00
841,Purchase,20175,6/17/2019 0:00
750,Refi,25175,6/17/2019 0:00
825,Purchase,13000,6/17/2019 0:00
617,Purchase,20900,6/17/2019 0:00
700,Purchase,6875,6/18/2019 0:00
655,Refi,6350,6/18/2019 0:00
806,Purchase,17575,6/18/2019 0:00
591,Refi,20000,6/18/2019 0:00
692,Refi,30175,6/18/2019 0:00
827,Purchase,10350,6/18/2019 0:00
764,Purchase,9150,6/18/2019 0:00
824,Purchase,11475,6/18/2019 0:00
689,Purchase,16075,6/18/2019 0:00
642,Refi,27850,6/18/2019 0:00
618,Purchase,12800,6/18/2019 0:00
810,Purchase,24925,6/18/2019 0:00
630,Purchase,15750,6/19/2019 0:00
714,Purchase,13550,6/19/2019 0:00
785,Purchase,10725,6/19/2019 0:00
611,Refi,10800,6/19/2019 0:00
592,Refi,15600,6/19/2019 0:00
662,Purchase,20175,6/19/2019 0:00
766,Refi,19225,6/19/2019 0:00
671,Refi,20625,6/19/2019 0:00
780,Purchase,31825,6/19/2019 0:00
866,Purchase,21350,6/19/2019 0:00
731,Purchase,24850,6/19/2019 0:00
692,Refi,13050,6/19/2019 0:00
846,Purchase,15175,6/19/2019 0:00
694,Refi,37700,6/19/2019 0:00
850,Purchase,17675,6/19/2019 0:00
639,Refi,15675,6/19/2019 0:00
654,Refi,10975,6/19/2019 0:00
589,Purchase,12175,6/19/2019 0:00
601,Refi,41050,6/19/2019 0:00
740,Purchase,17475,6/19/2019 0:00
809,Purchase,12825,6/19/2019 0:00
603,Refi,12425,6/19/2019 0:00
797,Purchase,8950,6/19/2019 0:00
638,Refi,27400,6/19/2019 0:00
648,Refi,30500,6/19/2019 0:00
860,Purchase,16375,6/19/2019 0:00
695,Refi,22575,6/19/2019 0:00
748,Purchase,11950,6/20/2019 0:00
782,Purchase,12450,6/20/2019 0:00
658,Refi,9000,6/20/2019 0:00
525,Purchase,8475,6/20/2019 0:00
633,Refi,9825,6/20/2019 0:00
765,Purchase,12300,6/20/2019 0:00
682,Refi,6425,6/20/2019 0:00
578,Refi,40550,6/20/2019 0:00
716,Purchase,50325,6/20/2019 0:00
664,Purchase,22525,6/20/2019 0:00
688,Refi,34950,6/20/2019 0:00
718,Refi,9500,6/20/2019 0:00
708,Refi,34600,6/20/2019 0:00
606,Refi,19300,6/20/2019 0:00
722,Purchase,24500,6/20/2019 0:00
587,Refi,29075,6/20/2019 0:00
784,Purchase,6975,6/20/2019 0:00
776,Refi,28050,6/20/2019 0:00
739,Refi,12000,6/20/2019 0:00
792,Purchase,13425,6/20/2019 0:00
688,Refi,15000,6/20/2019 0:00
837,Purchase,14675,6/20/2019 0:00
837,Purchase,15525,6/20/2019 0:00
706,Refi,20550,6/20/2019 0:00
713,Purchase,17325,6/21/2019 0:00
795,Purchase,22825,6/21/2019 0:00
594,Refi,24550,6/21/2019 0:00
658,Refi,25975,6/21/2019 0:00
596,Refi,25025,6/21/2019 0:00
649,Refi,27925,6/21/2019 0:00
703,Purchase,8225,6/21/2019 0:00
764,Purchase,19375,6/21/2019 0:00
734,Purchase,27900,6/21/2019 0:00
750,Purchase,22525,6/21/2019 0:00
695,Refi,35725,6/21/2019 0:00
635,Refi,17675,6/21/2019 0:00
722,Purchase,14325,6/21/2019 0:00
813,Refi,34575,6/21/2019 0:00
806,Purchase,23500,6/21/2019 0:00
738,Purchase,23050,6/21/2019 0:00
633,Purchase,15200,6/21/2019 0:00
682,Refi,32225,6/21/2019 0:00
584,Refi,18200,6/21/2019 0:00
682,Purchase,11975,6/21/2019 0:00
726,Purchase,18025,6/24/2019 0:00
881,Purchase,12900,6/24/2019 0:00
639,Purchase,16450,6/24/2019 0:00
796,Purchase,11125,6/24/2019 0:00
734,Purchase,31475,6/24/2019 0:00
802,Purchase,9200,6/24/2019 0:00
814,Purchase,12875,6/24/2019 0:00
820,Refi,9400,6/24/2019 0:00
729,Purchase,23250,6/24/2019 0:00
708,Refi,30350,6/24/2019 0:00
654,Refi,7725,6/24/2019 0:00
672,Purchase,7700,6/24/2019 0:00
836,Purchase,28350,6/24/2019 0:00
780,Purchase,10275,6/24/2019 0:00
609,Refi,14750,6/24/2019 0:00
739,Purchase,20950,6/25/2019 0:00
584,Purchase,19775,6/25/2019 0:00
595,Refi,20350,6/25/2019 0:00
698,Purchase,12900,6/25/2019 0:00
643,Refi,13650,6/25/2019 0:00
622,Refi,16475,6/25/2019 0:00
816,Purchase,11375,6/25/2019 0:00
710,Purchase,27625,6/25/2019 0:00
736,Purchase,10400,6/25/2019 0:00
572,Purchase,16950,6/25/2019 0:00
483,Purchase,10000,6/25/2019 0:00
760,Refi,14250,6/25/2019 0:00
723,Purchase,19550,6/25/2019 0:00
762,Purchase,17000,6/25/2019 0:00
782,Purchase,17675,6/25/2019 0:00
748,Purchase,18950,6/25/2019 0:00
696,Refi,31400,6/25/2019 0:00
574,Refi,30625,6/25/2019 0:00
739,Purchase,28925,6/25/2019 0:00
844,Purchase,13925,6/25/2019 0:00
846,Purchase,15400,6/25/2019 0:00
607,Refi,23675,6/25/2019 0:00
640,Purchase,22125,6/25/2019 0:00
628,Purchase,21825,6/26/2019 0:00
844,Purchase,28750,6/26/2019 0:00
572,Refi,8650,6/26/2019 0:00
738,Purchase,11525,6/26/2019 0:00
594,Purchase,9050,6/26/2019 0:00
530,Purchase,13700,6/26/2019 0:00
572,Refi,10900,6/26/2019 0:00
863,Purchase,14625,6/26/2019 0:00
685,Purchase,17650,6/26/2019 0:00
776,Purchase,42575,6/26/2019 0:00
761,Refi,18275,6/26/2019 0:00
701,Refi,8125,6/26/2019 0:00
655,Refi,35500,6/26/2019 0:00
806,Purchase,11700,6/26/2019 0:00
865,Purchase,13075,6/26/2019 0:00
829,Purchase,14725,6/26/2019 0:00
767,Purchase,13100,6/26/2019 0:00
718,Purchase,10975,6/26/2019 0:00
582,Refi,22875,6/26/2019 0:00
575,Refi,17725,6/26/2019 0:00
576,Refi,22675,6/26/2019 0:00
789,Purchase,15525,6/26/2019 0:00
765,Refi,15400,6/27/2019 0:00
692,Purchase,20725,6/27/2019 0:00
635,Purchase,27500,6/27/2019 0:00
594,Refi,23250,6/27/2019 0:00
742,Purchase,10425,6/27/2019 0:00
697,Purchase,12575,6/27/2019 0:00
756,Refi,25650,6/27/2019 0:00
612,Purchase,14250,6/27/2019 0:00
580,Refi,9450,6/27/2019 0:00
840,Purchase,21325,6/27/2019 0:00
814,Purchase,19125,6/27/2019 0:00
655,Refi,44575,6/27/2019 0:00
811,Purchase,12475,6/27/2019 0:00
846,Purchase,8025,6/27/2019 0:00
773,Purchase,12100,6/28/2019 0:00
741,Refi,16050,6/28/2019 0:00
662,Refi,10850,6/28/2019 0:00
829,Purchase,26475,6/28/2019 0:00
828,Purchase,27825,6/28/2019 0:00
599,Purchase,25675,6/28/2019 0:00
725,Purchase,13000,6/28/2019 0:00
803,Purchase,10075,6/28/2019 0:00
785,Purchase,18025,6/28/2019 0:00
628,Refi,28800,6/28/2019 0:00
712,Refi,14550,6/28/2019 0:00
622,Refi,25495,6/28/2019 0:00
711,Purchase,18450,6/28/2019 0:00
648,Refi,25275,6/28/2019 0:00
722,Purchase,17800,6/28/2019 0:00
800,Purchase,23650,6/28/2019 0:00
674,Refi,18650,6/28/2019 0:00
695,Purchase,13975,6/28/2019 0:00
595,Refi,12000,7/1/2019 0:00
575,Purchase,10850,7/1/2019 0:00
726,Refi,6750,7/1/2019 0:00
742,Refi,36275,7/1/2019 0:00
745,Refi,23225,7/1/2019 0:00
699,Purchase,15300,7/1/2019 0:00
728,Purchase,17425,7/1/2019 0:00
874,Purchase,10075,7/1/2019 0:00
616,Purchase,18450,7/1/2019 0:00
806,Purchase,8375,7/1/2019 0:00
881,Purchase,16125,7/1/2019 0:00
561,Refi,15925,7/1/2019 0:00
816,Purchase,24075,7/1/2019 0:00
567,Refi,19075,7/1/2019 0:00
706,Purchase,27225,7/1/2019 0:00
715,Refi,13200,7/1/2019 0:00
725,Purchase,14600,7/1/2019 0:00
721,Refi,37150,7/2/2019 0:00
610,Refi,28875,7/2/2019 0:00
713,Purchase,36900,7/2/2019 0:00
679,Refi,13675,7/2/2019 0:00
649,Purchase,10850,7/2/2019 0:00
832,Refi,29300,7/2/2019 0:00
577,Refi,16550,7/2/2019 0:00
826,Purchase,22525,7/2/2019 0:00
631,Refi,13125,7/2/2019 0:00
635,Refi,11200,7/2/2019 0:00
715,Purchase,13090,7/2/2019 0:00
875,Purchase,13650,7/2/2019 0:00
610,Purchase,11675,7/3/2019 0:00
580,Refi,31050,7/3/2019 0:00
754,Purchase,9450,7/3/2019 0:00
617,Refi,13425,7/3/2019 0:00
786,Refi,24800,7/3/2019 0:00
661,Refi,51775,7/3/2019 0:00
622,Purchase,24125,7/3/2019 0:00
650,Purchase,13675,7/3/2019 0:00
498,Purchase,15525,7/3/2019 0:00
806,Purchase,25950,7/3/2019 0:00
609,Purchase,5800,7/3/2019 0:00
732,Purchase,12175,7/3/2019 0:00
652,Refi,16700,7/3/2019 0:00
599,Refi,20775,7/3/2019 0:00
835,Purchase,14025,7/3/2019 0:00
727,Purchase,22800,7/3/2019 0:00
671,Refi,19550,7/3/2019 0:00
877,Purchase,17250,7/5/2019 0:00
577,Purchase,11025,7/5/2019 0:00
777,Refi,13525,7/5/2019 0:00
775,Purchase,30075,7/5/2019 0:00
626,Refi,20350,7/5/2019 0:00
837,Purchase,26900,7/5/2019 0:00
821,Purchase,25725,7/5/2019 0:00
775,Refi,10625,7/5/2019 0:00
751,Purchase,8400,7/5/2019 0:00
655,Refi,23550,7/5/2019 0:00
717,Purchase,15125,7/5/2019 0:00
861,Purchase,11875,7/5/2019 0:00
559,Purchase,9075,7/8/2019 0:00
641,Refi,7775,7/8/2019 0:00
612,Refi,8875,7/8/2019 0:00
780,Purchase,22900,7/8/2019 0:00
582,Purchase,16250,7/8/2019 0:00
730,Refi,17400,7/8/2019 0:00
623,Refi,30750,7/8/2019 0:00
645,Purchase,22825,7/8/2019 0:00
604,Refi,29475,7/8/2019 0:00
836,Purchase,17200,7/8/2019 0:00
609,Purchase,25275,7/9/2019 0:00
588,Purchase,22760,7/9/2019 0:00
621,Refi,13650,7/9/2019 0:00
479,Purchase,26775,7/9/2019 0:00
626,Refi,12750,7/9/2019 0:00
720,Refi,7550,7/9/2019 0:00
764,Purchase,13250,7/9/2019 0:00
626,Refi,23596,7/9/2019 0:00
620,Refi,20650,7/9/2019 0:00
699,Purchase,23775,7/9/2019 0:00
585,Refi,17850,7/9/2019 0:00
723,Refi,15275,7/9/2019 0:00
653,Refi,7725,7/9/2019 0:00
734,Refi,17750,7/9/2019 0:00
649,Refi,11025,7/9/2019 0:00
679,Refi,15100,7/9/2019 0:00
717,Refi,22350,7/9/2019 0:00
675,Purchase,23525,7/9/2019 0:00
710,Purchase,21650,7/9/2019 0:00
639,Purchase,14250,7/9/2019 0:00
766,Purchase,14525,7/9/2019 0:00
793,Refi,27650,7/10/2019 0:00
603,Purchase,10400,7/10/2019 0:00
565,Purchase,15600,7/10/2019 0:00
647,Refi,8425,7/10/2019 0:00
803,Refi,24100,7/10/2019 0:00
642,Refi,20375,7/10/2019 0:00
682,Purchase,11000,7/10/2019 0:00
650,Refi,50429.65,7/10/2019 0:00
865,Purchase,10900,7/10/2019 0:00
698,Refi,15875,7/10/2019 0:00
612,Refi,17150,7/10/2019 0:00
629,Refi,24475,7/10/2019 0:00
678,Purchase,27825,7/10/2019 0:00
776,Purchase,15375,7/10/2019 0:00
682,Refi,25200,7/10/2019 0:00
739,Purchase,19575,7/10/2019 0:00
719,Refi,16325,7/10/2019 0:00
730,Purchase,13025,7/10/2019 0:00
570,Purchase,8900,7/11/2019 0:00
596,Refi,25325,7/11/2019 0:00
624,Refi,16775,7/11/2019 0:00
639,Refi,26775,7/11/2019 0:00
620,Purchase,15100,7/11/2019 0:00
633,Purchase,37775,7/11/2019 0:00
717,Refi,13825,7/11/2019 0:00
597,Purchase,14100,7/11/2019 0:00
662,Purchase,17325,7/11/2019 0:00
786,Purchase,11450,7/11/2019 0:00
678,Purchase,17025,7/11/2019 0:00
862,Purchase,22559,7/11/2019 0:00
842,Purchase,20150,7/11/2019 0:00
710,Refi,33175,7/11/2019 0:00
623,Purchase,22050,7/11/2019 0:00
868,Purchase,19450,7/11/2019 0:00
632,Refi,19175,7/11/2019 0:00
738,Purchase,14350,7/12/2019 0:00
580,Refi,30875,7/12/2019 0:00
648,Refi,11825,7/12/2019 0:00
788,Refi,10700,7/12/2019 0:00
644,Purchase,23050,7/12/2019 0:00
634,Refi,11125,7/12/2019 0:00
798,Purchase,14300,7/12/2019 0:00
627,Refi,16575,7/12/2019 0:00
667,Refi,11850,7/12/2019 0:00
638,Refi,8525,7/12/2019 0:00
739,Purchase,14950,7/12/2019 0:00
767,Purchase,21100,7/12/2019 0:00
750,Purchase,22625,7/12/2019 0:00
698,Purchase,21875,7/12/2019 0:00
621,Purchase,9700,7/12/2019 0:00
688,Purchase,13925,7/12/2019 0:00
730,Purchase,13250,7/12/2019 0:00
739,Purchase,10375,7/12/2019 0:00
713,Purchase,14475,7/12/2019 0:00
693,Purchase,13950,7/13/2019 0:00
771,Purchase,25725,7/13/2019 0:00
598,Refi,19425,7/15/2019 0:00
662,Refi,24600,7/15/2019 0:00
657,Refi,18675,7/15/2019 0:00
810,Purchase,21325,7/15/2019 0:00
753,Refi,21475,7/15/2019 0:00
568,Refi,10100,7/15/2019 0:00
841,Purchase,28050,7/15/2019 0:00
739,Purchase,21650,7/15/2019 0:00
774,Purchase,19625,7/15/2019 0:00
673,Refi,19225,7/15/2019 0:00
628,Refi,7850,7/16/2019 0:00
743,Purchase,13875,7/16/2019 0:00
716,Purchase,22125,7/16/2019 0:00
681,Purchase,17475,7/16/2019 0:00
824,Purchase,16325,7/16/2019 0:00
740,Purchase,21150,7/16/2019 0:00
654,Purchase,12925,7/16/2019 0:00
586,Purchase,37025,7/16/2019 0:00
800,Refi,24500,7/16/2019 0:00
850,Purchase,16925,7/16/2019 0:00
832,Purchase,21150,7/16/2019 0:00
855,Purchase,11050,7/16/2019 0:00
807,Purchase,20275,7/16/2019 0:00
609,Refi,9675,7/16/2019 0:00
630,Refi,13425,7/16/2019 0:00
871,Purchase,17900,7/16/2019 0:00
638,Purchase,8025,7/17/2019 0:00
750,Purchase,13125,7/17/2019 0:00
585,Purchase,20375,7/17/2019 0:00
660,Purchase,15500,7/17/2019 0:00
667,Purchase,15650,7/17/2019 0:00
772,Purchase,12425,7/17/2019 0:00
627,Refi,15675,7/17/2019 0:00
730,Purchase,17000,7/17/2019 0:00
855,Purchase,17125,7/18/2019 0:00
733,Purchase,11925,7/18/2019 0:00
690,Purchase,12325,7/18/2019 0:00
722,Purchase,12300,7/18/2019 0:00
778,Refi,11650,7/18/2019 0:00
654,Purchase,11650,7/18/2019 0:00
807,Purchase,22575,7/18/2019 0:00
696,Refi,25825,7/18/2019 0:00
658,Refi,10400,7/18/2019 0:00
598,Refi,28940,7/18/2019 0:00
694,Purchase,20175,7/18/2019 0:00
724,Purchase,19500,7/18/2019 0:00
665,Purchase,33100,7/18/2019 0:00
684,Refi,25475,7/18/2019 0:00
630,Refi,25850,7/18/2019 0:00
670,Purchase,19775,7/18/2019 0:00
754,Purchase,33500,7/18/2019 0:00
859,Purchase,15775,7/18/2019 0:00
791,Purchase,15225,7/19/2019 0:00
763,Purchase,15000,7/19/2019 0:00
589,Refi,21300,7/19/2019 0:00
722,Refi,33975,7/19/2019 0:00
673,Purchase,12475,7/19/2019 0:00
728,Purchase,19400,7/19/2019 0:00
740,Purchase,10850,7/19/2019 0:00
645,Purchase,14350,7/19/2019 0:00
840,Purchase,15075,7/19/2019 0:00
701,Purchase,15700,7/19/2019 0:00
818,Purchase,33925,7/19/2019 0:00
716,Refi,11350,7/19/2019 0:00
835,Purchase,25450,7/19/2019 0:00
687,Purchase,14700,7/19/2019 0:00
708,Refi,14125,7/19/2019 0:00
642,Refi,35350,7/19/2019 0:00
693,Purchase,35875,7/22/2019 0:00
791,Refi,10200,7/22/2019 0:00
581,Refi,25700,7/22/2019 0:00
672,Purchase,15925,7/22/2019 0:00
605,Refi,12600,7/22/2019 0:00
635,Refi,13925,7/22/2019 0:00
598,Refi,25700,7/22/2019 0:00
706,Purchase,27350,7/22/2019 0:00
593,Refi,18575,7/22/2019 0:00
573,Refi,26525,7/22/2019 0:00
648,Refi,28800,7/22/2019 0:00
737,Refi,10950,7/22/2019 0:00
633,Refi,18750,7/22/2019 0:00
642,Purchase,15500,7/22/2019 0:00
600,Refi,15450,7/22/2019 0:00
734,Purchase,11300,7/22/2019 0:00
690,Refi,15375,7/22/2019 0:00
603,Refi,27150,7/22/2019 0:00
594,Purchase,11175,7/22/2019 0:00
617,Refi,22775,7/22/2019 0:00
640,Refi,10400,7/22/2019 0:00
821,Purchase,13450,7/22/2019 0:00
826,Purchase,10850,7/22/2019 0:00
763,Refi,25850,7/22/2019 0:00
614,Purchase,14025,7/23/2019 0:00
763,Purchase,36925,7/23/2019 0:00
599,Refi,14850,7/23/2019 0:00
792,Purchase,27675,7/23/2019 0:00
732,Refi,16325,7/23/2019 0:00
665,Refi,20300,7/23/2019 0:00
775,Refi,14475,7/23/2019 0:00
613,Refi,28500,7/23/2019 0:00
594,Refi,15125,7/23/2019 0:00
859,Purchase,32900,7/23/2019 0:00
617,Refi,28250,7/24/2019 0:00
677,Refi,17025,7/24/2019 0:00
529,Purchase,15000,7/24/2019 0:00
690,Refi,11125,7/24/2019 0:00
821,Refi,33867,7/24/2019 0:00
567,Refi,17525,7/24/2019 0:00
638,Refi,12350,7/24/2019 0:00
662,Purchase,17879,7/24/2019 0:00
797,Refi,30775,7/24/2019 0:00
804,Purchase,14225,7/24/2019 0:00
848,Purchase,14400,7/24/2019 0:00
615,Refi,30275,7/24/2019 0:00
716,Purchase,30350,7/24/2019 0:00
718,Purchase,12000,7/24/2019 0:00
729,Purchase,14400,7/25/2019 0:00
644,Refi,22400,7/25/2019 0:00
721,Refi,12075,7/25/2019 0:00
708,Refi,11000,7/25/2019 0:00
750,Purchase,19525,7/25/2019 0:00
618,Purchase,17600,7/25/2019 0:00
598,Purchase,18625,7/25/2019 0:00
761,Refi,17375,7/25/2019 0:00
727,Purchase,16675,7/25/2019 0:00
611,Purchase,33625,7/25/2019 0:00
776,Refi,9075,7/25/2019 0:00
760,Purchase,9100,7/25/2019 0:00
700,Refi,15250,7/25/2019 0:00
862,Purchase,17700,7/25/2019 0:00
848,Purchase,10800,7/25/2019 0:00
649,Refi,10475,7/25/2019 0:00
851,Purchase,12475,7/26/2019 0:00
818,Refi,27625,7/26/2019 0:00
721,Refi,42875,7/26/2019 0:00
612,Refi,10050,7/26/2019 0:00
585,Refi,12300,7/26/2019 0:00
698,Refi,23800,7/26/2019 0:00
606,Refi,16100,7/26/2019 0:00
853,Purchase,29275,7/26/2019 0:00
641,Purchase,15075,7/26/2019 0:00
606,Refi,9950,7/26/2019 0:00
1,Purchase,18525,7/26/2019 0:00
642,Refi,24725,7/26/2019 0:00
587,Purchase,12175,7/26/2019 0:00
573,Purchase,14225,7/26/2019 0:00
646,Refi,26900,7/26/2019 0:00
764,Refi,33725,7/26/2019 0:00
689,Refi,26325,7/26/2019 0:00
696,Refi,25575,7/26/2019 0:00
763,Refi,7425,7/26/2019 0:00
677,Refi,18250,7/26/2019 0:00
595,Refi,32725,7/26/2019 0:00
782,Refi,24150,7/26/2019 0:00
628,Refi,13000,7/26/2019 0:00
754,Purchase,13850,7/26/2019 0:00
760,Purchase,13825,7/26/2019 0:00
725,Refi,38625,7/29/2019 0:00
591,Purchase,9975,7/29/2019 0:00
671,Purchase,10975,7/29/2019 0:00
712,Refi,8525,7/29/2019 0:00
710,Refi,19325,7/29/2019 0:00
613,Refi,31000,7/29/2019 0:00
697,Refi,34175,7/29/2019 0:00
565,Purchase,18550,7/29/2019 0:00
618,Refi,28875,7/29/2019 0:00
700,Purchase,20900,7/29/2019 0:00
649,Purchase,15675,7/29/2019 0:00
645,Refi,12575,7/29/2019 0:00
667,Purchase,16450,7/29/2019 0:00
701,Purchase,20600,7/29/2019 0:00
857,Purchase,18425,7/29/2019 0:00
612,Refi,11575,7/29/2019 0:00
689,Refi,9975,7/29/2019 0:00
647,Refi,14100,7/29/2019 0:00
682,Purchase,25925,7/29/2019 0:00
652,Refi,11825,7/29/2019 0:00
839,Purchase,18275,7/29/2019 0:00
649,Refi,9925,7/29/2019 0:00
575,Purchase,10175,7/30/2019 0:00
730,Refi,12875,7/30/2019 0:00
750,Refi,10425,7/30/2019 0:00
651,Refi,26075,7/30/2019 0:00
560,Purchase,19375,7/30/2019 0:00
590,Refi,17875,7/30/2019 0:00
637,Refi,29300,7/30/2019 0:00
851,Purchase,19250,7/30/2019 0:00
749,Refi,12775,7/30/2019 0:00
660,Refi,15475,7/30/2019 0:00
627,Refi,57865,7/30/2019 0:00
784,Purchase,22350,7/30/2019 0:00
645,Refi,15175,7/30/2019 0:00
586,Refi,26500,7/30/2019 0:00
570,Purchase,14725,7/30/2019 0:00
641,Purchase,20000,7/30/2019 0:00
727,Purchase,12125,7/30/2019 0:00
717,Refi,13225,7/30/2019 0:00
742,Purchase,27400,7/30/2019 0:00
857,Purchase,18757,7/30/2019 0:00
816,Purchase,27925,7/30/2019 0:00
576,Refi,25945,7/30/2019 0:00
712,Purchase,14125,7/30/2019 0:00
838,Purchase,20225,7/30/2019 0:00
698,Purchase,13625,7/30/2019 0:00
694,Refi,14775,7/30/2019 0:00
744,Purchase,14125,7/30/2019 0:00
754,Purchase,12425,7/30/2019 0:00
692,Purchase,20275,7/30/2019 0:00
739,Purchase,13975,7/31/2019 0:00
592,Refi,14725,7/31/2019 0:00
