Credit Score,Finance Type,LTV,Total Gross Revenue Binding
824,Purchase,0.941453416,5207.51
824,Purchase,0.36628862,525.92
824,Purchase,1.172200436,21611.39
824,Purchase,1.068803063,19337.61
825,Purchase,1.173381295,21611.39
825,Purchase,0.566055274,4075.58
825,Purchase,1.000750267,5207.51
825,Purchase,1.058565882,19337.61
825,Purchase,0.837903514,2569.63
825,Purchase,0.892167692,2569.63
826,Purchase,1.011648548,19337.61
826,Refi,0.988455814,577.08
826,Purchase,0.949919691,5207.51
826,Purchase,1.011790485,19337.61
826,Purchase,0.468147392,562.62
826,Purchase,1.202677419,21611.39
827,Purchase,0.90199061,2569.63
827,Purchase,1.215238247,7677.16
827,Purchase,1.391609662,2364.8
827,Refi,0.711257844,1051.84
828,Purchase,0.632411067,1824.07
828,Purchase,1.070116335,19337.61
828,Purchase,1.235717771,7677.16
828,Refi,1.247531828,3248.13
828,Purchase,0.568487671,4075.58
828,Purchase,1.13221779,21611.39
829,Refi,1.072388075,3217.45
829,Purchase,1.176183144,21611.39
829,Purchase,1.024756189,19337.61
829,Purchase,0.633537512,1824.07
829,Purchase,0.605186289,4075.58
829,Refi,1.496749569,2813.74
829,Purchase,1.187117148,21611.39
829,Purchase,1.252189235,7677.16
830,Purchase,1.159707513,21611.39
830,Purchase,1.204254545,21611.39
830,Refi,1.173550987,1879.46
830,Purchase,0.582239344,4075.58
830,Purchase,1.106259829,19337.61
830,Purchase,0.798687253,333.8
830,Refi,1.297367467,3248.13
831,Purchase,0.949304874,13656.53
831,Purchase,0.516516129,#REF!
831,Purchase,1.303031674,4042.69
831,Purchase,1.091012746,16270.25
831,Purchase,0.889329915,8161.99
831,Purchase,0.993142,13656.53
832,Purchase,1.286742683,4042.69
832,Purchase,0.862507368,8161.99
832,Purchase,0.851748387,8161.99
832,Purchase,1.150583166,14757.49
832,Refi,1.077720137,1778.43
832,Purchase,0.330969267,#REF!
833,Purchase,0.857783656,8161.99
833,Purchase,0.991391264,13656.53
833,Purchase,0.811633318,8161.99
833,Refi,0.953223435,1336.42
834,Purchase,1.020582857,16270.25
835,Purchase,1.065080913,16270.25
835,Purchase,1.075772557,16270.25
835,Purchase,1.100870324,16270.25
835,Purchase,0.434417373,#REF!
835,Purchase,0.77719217,6457.18
835,Purchase,1.158355853,14757.49
835,Purchase,0.769778633,6457.18
835,Purchase,0.989281034,13656.53
835,Purchase,0.983976471,13656.53
835,Purchase,1.045759921,16270.25
835,Purchase,0.95859926,13656.53
836,Purchase,1.375598513,2085.81
836,Purchase,1.096326061,16270.25
836,Purchase,1.114634746,14757.49
836,Purchase,0.926556779,13656.53
836,Purchase,0.491468078,3152.64
836,Purchase,0.972769767,13656.53
837,Purchase,0.96152956,13656.53
837,Purchase,1.079413665,16270.25
837,Purchase,1.14821745,14757.49
837,Purchase,1.414833272,1007.07
837,Purchase,1.173304733,14757.49
837,Purchase,1.077274718,16270.25
837,Purchase,1.098522658,16270.25
837,Purchase,1.137588848,14757.49
838,Purchase,1.127708583,14757.49
838,Purchase,0.92855962,13656.53
838,Purchase,0.662298015,885.4
838,Purchase,0.956188539,13656.53
838,Purchase,0.383209889,1925.52
839,Purchase,1.29764159,4042.69
839,Purchase,0.773344828,6457.18
839,Purchase,1.018604651,16270.25
840,Purchase,1.166156062,14757.49
840,Purchase,0.519480519,1759.12
840,Purchase,1.037508966,16270.25
840,Purchase,0.724444638,6457.18
840,Purchase,1.188530864,14757.49
840,Purchase,0.787372579,6457.18
840,Purchase,1.084674022,16270.25
840,Purchase,1.211711191,4042.69
840,Purchase,1.113690484,14757.49
840,Purchase,1.019283939,16270.25
840,Purchase,1.097598673,16270.25
841,Purchase,1.060808436,21868.81
841,Purchase,0.939601983,9529.4
841,Purchase,0.418270232,#REF!
842,Purchase,0.944783673,9529.4
842,Purchase,0.852705508,5180.93
842,Purchase,1.08510978,21868.81
842,Purchase,0.98199775,9529.4
842,Purchase,1.035980149,21868.81
843,Purchase,1.296893103,15179.74
843,Purchase,1.099300214,21868.81
843,Refi,0.462187721,642.47
843,Purchase,1.02875576,21868.81
843,Purchase,1.161284539,15601.05
844,Purchase,1.313383571,758.7
844,Purchase,0.862235844,5180.93
844,Purchase,0.689923752,#REF!
844,Purchase,1.121967311,15601.05
844,Purchase,1.086084615,21868.81
844,Purchase,1.181013972,15601.05
844,Purchase,0.724053691,#REF!
844,Purchase,1.001315686,9529.4
844,Purchase,0.797140395,6453.06
844,Purchase,0.709461913,2813.61
845,Purchase,1.030946882,21868.81
845,Purchase,1.080425668,21868.81
845,Refi,1.265631932,1689.84
846,Purchase,1.073000756,21868.81
846,Purchase,1.229718167,15179.74
846,Purchase,0.567132075,#REF!
846,Purchase,0.524336054,3730.64
846,Purchase,1.086926354,21868.81
846,Purchase,1.113989983,15601.05
846,Purchase,1.236821087,15179.74
846,Purchase,0.916331169,9529.4
846,Purchase,1.076624299,21868.81
847,Purchase,1.163276753,15601.05
847,Purchase,1.002535714,9529.4
847,Purchase,1.087292275,21868.81
848,Purchase,1.220743902,15179.74
848,Purchase,1.038262913,21868.81
848,Purchase,0.801007268,6453.06
848,Purchase,0.95129747,9529.4
848,Purchase,0.497367062,2466.22
848,Purchase,1.102534891,21868.81
848,Purchase,1.117026437,15601.05
848,Purchase,1.063531579,21868.81
848,Purchase,1.185157639,15601.05
848,Purchase,0.964444444,9529.4
849,Purchase,0.658991411,2813.61
849,Purchase,1.185574614,15601.05
849,Purchase,0.780842359,6453.06
849,Purchase,1.060817831,21868.81
849,Purchase,0.796099732,6453.06
849,Purchase,0.786065359,6453.06
849,Purchase,1.01174059,21868.81
849,Purchase,1.214976471,15179.74
850,Purchase,0.909055744,5180.93
850,Purchase,1.168614152,15601.05
850,Purchase,0.907236364,5180.93
850,Purchase,1.298194093,15179.74
850,Purchase,1.148481805,15601.05
850,Purchase,0.654843111,2813.61
850,Purchase,1.255420085,15179.74
850,Purchase,1.278351551,15179.74
851,Purchase,0.999828975,5846.3
851,Purchase,0.622155511,#REF!
851,Purchase,0.779220779,#REF!
852,Purchase,0.595302343,#REF!
852,Purchase,1.063778605,10984.17
852,Purchase,1.244509856,8379.44
852,Purchase,1.224976866,8379.44
852,Purchase,1.001617251,5846.3
853,Purchase,1.091875883,10984.17
853,Purchase,1.278275163,8379.44
853,Purchase,0.876205288,7967.45
853,Purchase,0.760835184,3597.17
854,Purchase,0.893430551,7967.45
854,Purchase,0.696196737,3540.15
854,Purchase,0.943928678,5846.3
855,Purchase,0.870523274,7967.45
855,Purchase,1.050810811,10984.17
855,Purchase,0.584759447,3881.56
855,Purchase,1.050375745,10984.17
855,Purchase,1.125219251,7064.66
855,Purchase,0.838768326,7967.45
855,Purchase,0.897089635,7967.45
856,Purchase,1.092402044,10984.17
857,Purchase,0.792458904,3597.17
857,Purchase,0.796068195,3597.17
857,Purchase,1.039121212,10984.17
857,Purchase,1.008093351,5846.3
857,Purchase,1.083691422,10984.17
858,Purchase,1.127334454,7064.66
858,Purchase,1.273749644,8379.44
858,Purchase,1.024656319,10984.17
858,Purchase,0.87694361,7967.45
858,Purchase,1.196982251,7064.66
859,Purchase,0.56172588,3881.56
859,Purchase,1.169469041,7064.66
859,Purchase,0.531498661,3881.56
859,Purchase,1.014535316,10984.17
859,Purchase,1.005304615,5846.3
859,Purchase,0.498015848,1384.69
859,Purchase,0.615498176,3540.15
860,Purchase,1.019060944,10984.17
860,Purchase,0.999509881,5846.3
860,Purchase,1.119805755,7064.66
860,Purchase,0.519930676,3881.56
860,Purchase,0.935596947,5846.3
861,Purchase,0.961405893,3031.26
861,Purchase,0.972740778,3031.26
861,Purchase,1.039530838,14653.22
861,Purchase,1.170551579,6048.94
862,Purchase,1.079941562,14653.22
862,Purchase,1.063243672,14653.22
862,Purchase,1.013805885,14653.22
862,Purchase,0.412405692,1478.1
862,Purchase,0.734745763,#REF!
863,Purchase,1.105008347,14653.22
863,Purchase,0.846960725,5301.05
863,Purchase,0.906289949,5301.05
863,Purchase,1.05753641,14653.22
864,Purchase,1.062627708,14653.22
864,Purchase,1.204484356,6048.94
864,Purchase,1.081494143,14653.22
865,Purchase,1.027813022,14653.22
865,Purchase,0.82135729,5301.05
865,Purchase,0.91781109,3031.26
865,Purchase,1.31393578,870.1
866,Purchase,0.876896703,5301.05
866,Purchase,0.950505855,3031.26
868,Purchase,1.41256145,2335.42
868,Purchase,1.026750643,14653.22
869,Purchase,0.901723499,5301.05
869,Purchase,0.918746723,3031.26
869,Purchase,0.857180128,5301.05
869,Purchase,1.028641452,14653.22
869,Purchase,0.796642424,919.2
869,Purchase,1.1872743,6048.94
870,Purchase,0.84221501,5301.05
871,Purchase,0.652577277,#REF!
871,Purchase,0.905078409,5844.2
871,Purchase,0.830564246,5844.2
872,Purchase,0.874234711,5844.2
872,Purchase,1.097671795,7799.17
872,Purchase,0.408384615,588.35
873,Purchase,0.952380952,4121.59
873,Purchase,0.986676503,4121.59
874,Purchase,0.608637067,#REF!
874,Purchase,1.429156328,3067.58
875,Purchase,1.194985956,6800.82
875,Purchase,0.891381659,5844.2
875,Purchase,1.04223545,7799.17
875,Purchase,0.714350075,510.45
875,Purchase,1.430688202,3067.58
875,Purchase,0.988325926,4121.59
875,Purchase,1.133093773,6800.82
876,Purchase,0.831960587,5844.2
877,Purchase,0.562985884,929.49
877,Purchase,0.709677419,3325.72
877,Purchase,1.21043964,1639.15
877,Purchase,1.073102419,7799.17
877,Purchase,1.138706849,6800.82
877,Purchase,1.053440179,7799.17
877,Purchase,1.111515942,6800.82
879,Purchase,0.989199306,4121.59
879,Purchase,1.086559645,7799.17
879,Purchase,1.046946586,7799.17
881,Purchase,1.0332194,3884.73
881,Purchase,0.951426649,1829.18
881,Purchase,1.028046512,3884.73
881,Purchase,1.396257364,2476.35
882,Purchase,0.925707152,1829.18
883,Purchase,1.163373711,3914.15
887,Purchase,0.662983425,1312.9
887,Purchase,1.127380129,3914.15
887,Purchase,0.988757282,1829.18
890,Purchase,1.241198374,757
