Partner,Credit Score,Finance Type,LTV,Average Gross Revenue Binding
Credit Karma,664,Refi,1.440956677,1492.738571
Credit Karma,664,Refi,1.126984089,1321.031667
Credit Karma,664,Refi,1.21590026,1289.914286
CarGurus - Avis,664,Purchase,0.953469779,792.19375
Chrysler Capital Lease,664,Purchase,1.261543174,2654.4125
Credit Karma,665,Refi,1.447152216,1492.738571
AVIS,665,Purchase,1.372841131,1659.158
Credit Karma,665,Refi,1.051246018,1161.15375
IFS,665,Refi,1.123811343,1321.031667
Credit Karma,665,Refi,1.544572954,1286.16
Credit Karma,665,Refi,0.870078049,1043.676667
Chrysler Capital Lease,665,Purchase,1.419778144,1366.165
Chrysler Capital Lease,665,Purchase,1.19645832,2038.761667
Enterprise Fleet Management,665,Purchase,0.884037657,921.9633333
Credit Karma,665,Refi,1.095942387,1161.15375
Credit Karma,665,Refi,1.434048411,1492.738571
Emkay,665,Purchase,0.839937459,921.9633333
Element,665,Purchase,0.994091503,792.19375
Element,665,Purchase,0.96195186,792.19375
Fiserv GM Lease ,665,Purchase,1.015341692,1876.784444
Credit Karma,665,Refi,1.023528571,1161.15375
Credit Karma,666,Refi,0.965973397,783.2633333
Wheels,666,Purchase,0.823718612,921.9633333
Chrysler Capital Lease,666,Purchase,1.351749831,1659.158
NerdWallet,666,Refi,1.030471661,1161.15375
Wheels,666,Purchase,1.156218623,2038.761667
Credit Karma,666,Refi,1.336670804,1348.755
Credit Karma,666,Refi,1.578670036,1286.16
IFS,666,Refi,1.265200472,1289.914286
Credit Karma,667,Refi,1.197238814,1321.031667
Credit Karma,667,Refi,1.038070928,1161.15375
Chrysler Capital Lease,667,Purchase,1.3056848,2654.4125
Chrysler Capital Lease,667,Purchase,1.15236615,2038.761667
Credit Karma,667,Refi,1.084596759,1161.15375
Credit Karma,667,Refi,1.235199156,1289.914286
Emkay,667,Purchase,0.708166134,793.45
AVIS,667,Purchase,1.050251672,1876.784444
Credit Karma,668,Refi,1.424045791,1492.738571
Element,668,Purchase,1.168870523,2038.761667
Credit Karma,668,Refi,0.963075325,783.2633333
Wheels,668,Purchase,0.994488471,792.19375
Wheels,668,Purchase,0.985824,792.19375
Credit Karma,668,Refi,1.079196873,1161.15375
Credit Karma,669,Refi,1.49114749,1492.738571
Credit Karma,669,Refi,1.172232548,1321.031667
Credit Karma,669,Refi,1.292838974,1289.914286
NerdWallet,669,Refi,1.435927321,1492.738571
Chrysler Capital Lease,669,Purchase,0.972741388,792.19375
AVIS,670,Purchase,0.732279612,638.41
Chrysler Capital Lease,670,Purchase,1.225583917,2654.4125
AVIS,670,Purchase,1.034,1876.784444
Enterprise Fleet Management,670,Purchase,0.668156109,793.45
Wheels,670,Purchase,0.962007782,792.19375
Chrysler Capital Lease,670,Purchase,1.067019469,1876.784444
Chrysler Capital Lease,671,Purchase,1.412034851,2230.806667
Element,671,Purchase,1.028948498,1279.27875
Chrysler Capital Lease,671,Purchase,1.410468303,2230.806667
CarGurus - Avis,671,Purchase,0.943325153,1015.989
Credit Karma,671,Refi,1.21163062,1357.963636
Fiserv GM Lease ,671,Purchase,1.113889559,1943.774167
Credit Karma,671,Refi,1.198897742,1015.689091
Credit Karma,671,Refi,1.304053818,1357.963636
IFS,671,Refi,1.455182609,1551.666
Fiserv GM Lease ,671,Purchase,1.5285959,1378.093333
Credit Karma,672,Refi,1.308030189,1357.963636
Credit Karma,672,Refi,1.25286176,1357.963636
Credit Karma,672,Refi,1.251653237,1357.963636
NerdWallet,672,Refi,1.15258673,1015.689091
Element,672,Purchase,1.030282407,1279.27875
Credit Karma,672,Refi,1.405269081,1429.986
Donlen,672,Purchase,1.208193435,1943.774167
Credit Karma,672,Refi,1.333796923,1429.986
Credit Karma,672,Refi,0.962167089,616.0666667
Element,672,Purchase,0.90385974,1171.46
Chrysler Capital Lease,672,Purchase,1.153617582,1943.774167
Credit Karma,673,Refi,1.475821229,1551.666
IFS,673,Refi,1.471754676,1551.666
Credit Karma,673,Refi,0.705967687,719.04
Chrysler Capital Lease,673,Purchase,1.213162861,2095.9125
Element,673,Purchase,1.335882759,1932.73625
Chrysler Capital Lease,673,Purchase,1.199823697,1943.774167
Credit Karma,673,Refi,1.392983595,1429.986
Credit Karma,673,Refi,1.336723537,1429.986
Chrysler Capital Lease,673,Purchase,1.30593507,2095.9125
HCA - Hyundai Kia,674,Purchase,1.548935968,1378.093333
Wheels,674,Purchase,1.196049921,1943.774167
Donlen,674,Purchase,1.03526729,1279.27875
Credit Karma,674,Refi,1.027645754,1612.63
Wheels,674,Purchase,0.855389787,1171.46
LeasePlan,674,Purchase,0.914955128,1015.989
Wheels,674,Purchase,0.913596825,1015.989
Element,674,Purchase,0.845705072,1171.46
Credit Karma,674,Refi,1.186075067,1015.689091
Credit Karma,675,Refi,1.263190106,1357.963636
Credit Karma,675,Refi,1.265281003,1357.963636
Element,675,Purchase,1.019476208,1279.27875
HCA - Hyundai Kia,675,Purchase,1.102990991,1279.27875
HCA - Hyundai Kia,675,Purchase,1.3468,1932.73625
HCA - Hyundai Kia,675,Purchase,1.394906294,1932.73625
Wheels,675,Purchase,0.786047761,1196.3075
IFS,675,Refi,1.241738215,1357.963636
Wheels,675,Purchase,0.739781283,1196.3075
NerdWallet,675,Purchase,1.138830181,1943.774167
Avis Online App,676,Purchase,0.80552,1196.3075
AVIS,676,Purchase,1.162085567,1943.774167
Chrysler Capital Lease,676,Purchase,1.417818053,2230.806667
Credit Karma,676,Refi,1.335519318,1429.986
Element,676,Purchase,1.107030709,1279.27875
Wheels,676,Purchase,1.005824427,1015.989
Chrysler Capital Lease,676,Purchase,1.370485714,1932.73625
Fiserv GM Lease ,676,Purchase,1.152040981,1943.774167
Credit Karma,676,Refi,0.61662419,719.04
Element,677,Purchase,0.966820084,1015.989
Credit Karma,677,Refi,1.132709787,1015.689091
Credit Karma,677,Refi,1.379516216,1429.986
IFS,677,Purchase,1.114650471,1943.774167
Credit Karma,677,Refi,1.172627027,1015.689091
Credit Karma,677,Refi,0.977480399,616.0666667
Credit Karma,677,Refi,0.868712948,1554.2
HCA - Hyundai Kia,677,Purchase,1.400250801,1932.73625
Credit Karma,677,Refi,1.519291892,1181.44
Credit Karma,677,Refi,1.17452678,1015.689091
Emkay,677,Purchase,1.202074074,1943.774167
Chrysler Capital Lease,677,Purchase,1.246330271,2095.9125
Credit Karma,677,Refi,1.326106314,1429.986
Credit Karma,677,Refi,1.406626301,1429.986
Credit Karma,678,Refi,1.177674858,1015.689091
Credit Karma,678,Refi,1.12437847,1015.689091
Enterprise Fleet Management,678,Purchase,0.950048889,1015.989
LeasePlan,678,Purchase,0.914943495,1015.989
Donlen,678,Purchase,1.006277778,1015.989
MyAutoLoan Lease,678,Purchase,1.326654682,1932.73625
Chrysler Capital Lease,678,Purchase,1.576799213,1378.093333
Credit Karma,678,Refi,1.283245882,1357.963636
Chrysler Capital Lease,678,Purchase,1.271576429,2095.9125
Fiserv GM Lease ,678,Purchase,1.731192661,2186.58
Credit Karma,678,Refi,1.09403992,1612.63
Chrysler Capital Lease,678,Purchase,1.022616797,1279.27875
Element,678,Purchase,1.072560941,1279.27875
Element,678,Purchase,1.122589398,1943.774167
AVIS,678,Purchase,0.928723054,1015.989
Chrysler Capital Lease,679,Purchase,0.857677547,1171.46
Credit Karma,679,Refi,1.410003399,1551.666
Credit Karma,679,Refi,1.413221114,1551.666
Chrysler Capital Lease,679,Purchase,1.116094015,1943.774167
AVIS,679,Purchase,0.767170498,1196.3075
Credit Karma,679,Refi,1.172131423,1015.689091
Chrysler Capital Lease,679,Purchase,1.356226918,1932.73625
TrueCar - AVIS,679,Purchase,1.393874223,1932.73625
Credit Karma,679,Refi,0.953592687,616.0666667
Credit Karma,679,Refi,1.172941722,1015.689091
Emkay,680,Purchase,1.00991954,1015.989
Credit Karma,680,Refi,1.402059526,1429.986
Credit Karma,680,Refi,0.733003476,589
Credit Karma,680,Refi,1.383232184,1429.986
Credit Karma,680,Refi,1.261410909,1357.963636
Credit Karma,680,Refi,1.17332894,1015.689091
Credit Karma,680,Refi,1.240055678,1357.963636
Credit Karma,680,Refi,1.106076691,1612.63
Credit Karma,681,Refi,1.41739854,1272.50625
Credit Karma,681,Refi,1.146610056,1377.348333
Credit Karma,681,Refi,1.087956127,1443.505
Chrysler Capital Lease,681,Purchase,0.845954259,1295.721667
HCA - Hyundai Kia,681,Purchase,1.279417739,1754.808
Element,681,Purchase,1.363601,2162.453333
Credit Karma,681,Refi,1.341657793,1394.438333
Chrysler Capital Lease,681,Purchase,1.322569388,2162.453333
Enterprise Fleet Management,681,Purchase,1.21705035,1754.808
AVIS,681,Purchase,1.197074678,1768.351429
HCA - Hyundai Kia,682,Purchase,1.301135294,1754.808
Credit Karma,682,Refi,1.437805128,1272.50625
Element,682,Purchase,1.039804896,1293.00375
IFS,682,Refi,1.116011067,1377.348333
AVIS,682,Purchase,1.302633975,1754.808
Credit Karma,682,Refi,1.113391864,1377.348333
Credit Karma,682,Refi,1.710026459,900.67
Donlen,682,Purchase,0.748642171,1490.89
Credit Karma,682,Refi,1.049661133,1443.505
Element,682,Purchase,1.269118182,1754.808
Credit Karma,682,Refi,1.20572381,1377.348333
Chrysler Capital Lease,682,Purchase,1.029975313,1293.00375
Chrysler Capital Lease,683,Purchase,0.973855482,932.5828571
HCA - Hyundai Kia,683,Purchase,1.016494603,1293.00375
Credit Karma,683,Refi,1.231456881,1628.326667
Chrysler Capital Lease,683,Purchase,0.887478555,1295.721667
AVIS,683,Purchase,1.140548263,1768.351429
Chrysler Capital Lease,683,Purchase,1.167436522,1768.351429
Donlen,683,Purchase,1.124413711,1768.351429
Credit Karma,683,Refi,1.554840662,2273.22
Credit Karma,683,Refi,1.422994872,1272.50625
Credit Karma,684,Refi,1.186816525,1377.348333
HCA - Hyundai Kia,684,Purchase,1.837656269,1265.57
Wheels,684,Purchase,1.072950833,1293.00375
Credit Karma,684,Refi,1.24946005,1628.326667
AVIS,684,Purchase,0.509556719,1708.62
NerdWallet,684,Refi,0.974294915,943.5433333
Wheels,684,Purchase,1.122069866,1768.351429
Credit Karma,684,Refi,0.956948043,943.5433333
Credit Karma,684,Refi,1.342922473,1394.438333
Credit Karma,685,Refi,1.332078313,1394.438333
AVIS,685,Purchase,0.921746606,932.5828571
Credit Karma,685,Refi,1.149498012,1377.348333
Credit Karma,685,Refi,1.372462992,1394.438333
Credit Karma,685,Refi,1.370618225,1394.438333
Wheels,685,Purchase,1.052698246,1293.00375
Flexco,685,Purchase,0.619259955,1356.45
AVIS,685,Purchase,1.582523288,3149.89
Chrysler Capital Lease,685,Purchase,1.356022663,2162.453333
Element,686,Purchase,0.833423708,1295.721667
Chrysler Capital Lease,686,Purchase,1.394697532,2162.453333
Wheels,686,Purchase,0.96443662,932.5828571
Credit Karma,686,Refi,1.460881106,1272.50625
Credit Karma,687,Refi,1.1057066,1443.505
Credit Karma,687,Refi,1.067104762,1443.505
Credit Karma,687,Refi,1.270006939,1628.326667
Wheels,687,Purchase,0.955014493,932.5828571
Enterprise Fleet Management,687,Purchase,0.568181818,627.51
Chrysler Capital Lease,687,Purchase,1.098016254,1293.00375
AVIS,687,Purchase,0.900673181,1295.721667
Wheels,687,Purchase,0.943215639,932.5828571
AVIS,687,Purchase,1.093239852,1293.00375
Credit Karma,687,Refi,1.227362928,1628.326667
AVIS,687,Purchase,0.737783673,1490.89
Credit Karma,688,Refi,0.976894938,943.5433333
Enterprise Fleet Management,688,Purchase,0.688440538,1356.45
IFS,688,Purchase,1.032673546,1293.00375
Wheels,688,Purchase,0.973691332,932.5828571
Credit Karma,688,Refi,0.756864092,907.205
Credit Karma,688,Refi,1.533428667,2273.22
HCA - Hyundai Kia,688,Purchase,0.972649192,932.5828571
AVIS,689,Purchase,0.635709201,1356.45
IFS,689,Refi,1.035463558,1443.505
Fiserv GM Lease ,689,Purchase,1.166698927,1768.351429
Credit Karma,689,Refi,1.435102439,1272.50625
Credit Karma,689,Refi,1.484012968,1272.50625
Wheels,689,Purchase,0.884,1295.721667
Credit Karma,689,Refi,1.26974359,1628.326667
Credit Karma,689,Refi,1.415741353,1272.50625
Credit Karma,690,Refi,1.072367372,1443.505
Emkay,690,Purchase,0.8373312,1295.721667
Credit Karma,690,Refi,0.792296878,907.205
Chrysler Capital Lease,690,Purchase,1.347037861,2162.453333
Enterprise Fleet Management,690,Purchase,0.679831698,1356.45
Chrysler Capital Lease,690,Purchase,1.317782912,2162.453333
Element,690,Purchase,1.114889655,1768.351429
Credit Karma,690,Refi,1.260118052,1628.326667
Fiserv GM Lease ,690,Purchase,1.474279108,2195.59
Credit Karma,690,Refi,1.435707317,1272.50625
Credit Karma,690,Refi,1.363840899,1394.438333
Credit Karma,691,Refi,1.158870078,1376.918182
Credit Karma,691,Refi,0.58969806,552.435
Wheels,691,Purchase,1.2115,2149.508333
Element,691,Purchase,0.955476793,1238.921429
Chrysler Capital Lease,691,Purchase,0.947053441,1238.921429
IFS,691,Refi,1.284498567,1238.372222
Credit Karma,691,Refi,1.336052349,1308.961111
HCA - Hyundai Kia,691,Purchase,1.18759312,2034.54625
Credit Karma,692,Refi,1.200179959,1376.918182
Chrysler Capital Lease,692,Purchase,1.133028681,2034.54625
Credit Karma,692,Refi,1.118900283,1376.918182
Wheels,692,Purchase,1.09832,1542.958889
Fiserv GM Lease ,692,Purchase,1.062298765,1542.958889
IFS,692,Refi,1.141657664,1376.918182
Credit Karma,692,Refi,1.261842912,1238.372222
Wheels,692,Purchase,0.864067551,1081.745714
Element,692,Purchase,1.309620222,2149.508333
Wheels,693,Purchase,1.135054172,2034.54625
Chrysler Capital Lease,693,Purchase,1.080396495,1542.958889
Wheels,693,Purchase,0.953785064,1238.921429
Credit Karma,693,Refi,1.677154362,1243.37
Wheels,693,Purchase,1.016127571,1542.958889
Wheels,693,Purchase,0.994004301,1238.921429
Fiserv GM Lease ,693,Purchase,0.860447108,1081.745714
IFS,694,Refi,1.150888942,1376.918182
IFS,694,Refi,1.169852693,1376.918182
Enterprise Fleet Management,694,Purchase,1.019950404,1542.958889
HCA - Hyundai Kia,694,Purchase,1.440839216,2373.95
Credit Karma,694,Refi,1.192133926,1376.918182
IFS,694,Refi,1.079532725,1398.3
Credit Karma,694,Refi,1.033501312,1398.3
Credit Karma,694,Refi,1.032260743,1398.3
Chrysler Capital Lease,694,Purchase,1.153302602,2034.54625
NerdWallet,694,Refi,1.398054822,1308.961111
TrueCar - AVIS,695,Purchase,0.837943205,1081.745714
Credit Karma,695,Refi,1.35253281,1308.961111
Credit Karma,695,Refi,1.458625301,1232.243333
HCA - Hyundai Kia,695,Purchase,0.396166189,210.19
AVIS,695,Purchase,0.850595194,1081.745714
Credit Karma,695,Refi,1.205527353,1376.918182
IFS,695,Refi,0.504059902,749.18
AVIS,695,Purchase,1.360246869,3185.71
IFS,696,Refi,1.08903082,1398.3
Flexco,696,Purchase,1.217050505,2149.508333
Emkay,696,Purchase,0.958546868,1238.921429
AVIS,696,Purchase,1.258673401,2149.508333
Chrysler Capital Lease,696,Purchase,1.478129151,2373.95
Credit Karma,696,Refi,1.40087549,1308.961111
Wheels,696,Purchase,1.06466525,1542.958889
Wheels,696,Purchase,0.629289888,858.4
Fiserv GM Lease ,696,Purchase,1.146655709,2034.54625
Credit Karma,696,Refi,1.43057351,1232.243333
Credit Karma,696,Refi,1.290249361,1238.372222
Wheels,696,Purchase,0.967187129,1238.921429
Credit Karma,696,Refi,1.14773121,1376.918182
Credit Karma,696,Refi,1.237051307,1238.372222
IFS,696,Refi,1.323070186,1308.961111
Chrysler Capital Lease,697,Purchase,0.952658659,1238.921429
Credit Karma,697,Refi,1.152271649,1376.918182
Credit Karma,697,Refi,1.447295152,1232.243333
Wheels,697,Purchase,0.709541528,858.4
Chrysler Capital Lease,697,Purchase,0.889574638,1081.745714
Element,697,Purchase,1.109756098,1542.958889
NerdWallet,697,Refi,1.374234332,1308.961111
Lending Tree Lease,697,Purchase,0.978869302,1238.921429
Donlen,697,Purchase,0.962770281,1238.921429
Element,697,Purchase,1.060748171,1542.958889
Wheels,697,Purchase,1.228665606,2149.508333
Credit Karma,697,Refi,1.211997074,1238.372222
Wheels,698,Purchase,0.946082182,1238.921429
Credit Karma,698,Refi,0.542838269,552.435
Chrysler Capital Lease,698,Purchase,1.253750906,2149.508333
Credit Karma,698,Refi,1.104036476,1398.3
LeasePlan,698,Purchase,0.58538815,1388.066667
Chrysler Capital Lease,698,Purchase,1.302286024,2149.508333
HCA - Hyundai Kia,698,Purchase,1.21746971,2149.508333
Chrysler Capital Lease,698,Purchase,1.522540492,1554.37
LeasePlan,698,Purchase,1.006848387,1238.921429
LeasePlan,698,Purchase,1.188596503,2034.54625
Wheels,698,Purchase,0.870193798,1081.745714
Credit Karma,698,Refi,1.267222047,1238.372222
Donlen,698,Purchase,1.021914514,1542.958889
Credit Karma,698,Refi,1.214105882,1238.372222
CarGurus - Avis,698,Purchase,0.983307156,1238.921429
Enterprise Fleet Management,699,Purchase,0.57692511,1388.066667
AVIS,699,Purchase,1.149879276,2034.54625
Credit Karma,699,Refi,1.384423226,1308.961111
Chrysler Capital Lease,699,Purchase,1.224269027,2149.508333
Credit Karma,699,Refi,1.10529519,1398.3
Credit Karma,699,Refi,1.350751433,1308.961111
NerdWallet,699,Refi,1.297358065,1238.372222
AVIS,699,Purchase,0.996076471,1238.921429
AVIS,699,Purchase,0.590460568,1388.066667
Chrysler Capital Lease,700,Purchase,1.226061101,2149.508333
LeasePlan,700,Purchase,1.131152187,2034.54625
Credit Karma,700,Refi,1.24221958,1238.372222
IFS,700,Refi,1.13329701,1376.918182
IFS,700,Refi,1.352710167,1308.961111
IFS,700,Purchase,1.266388172,2149.508333
Element,700,Purchase,0.891338182,1081.745714
Lending Tree Refi,700,Refi,1.592076721,2120.38
AVIS,700,Purchase,1.009097608,1238.921429
HCA - Hyundai Kia,700,Purchase,1.278293333,2149.508333
Credit Karma,701,Refi,0.865764898,1439.485
Credit Karma,701,Refi,1.359743433,1187.465
Wheels,701,Purchase,1.04281522,1530.557273
TrueCar - AVIS,701,Purchase,0.830552147,783.684
Credit Karma,701,Refi,1.345561015,1187.465
Wheels,701,Purchase,0.906825911,783.684
Credit Karma,701,Refi,1.248771502,1341.458
HCA - Hyundai Kia,701,Purchase,1.273043357,1726.845556
Credit Karma,701,Refi,1.042868571,1465.736667
IFS,701,Refi,1.512554745,2005.525
Credit Karma,701,Refi,1.308776496,1341.458
Credit Karma,701,Refi,1.439084308,1219.236667
HCA - Hyundai Kia,701,Purchase,1.279380892,1726.845556
Chrysler Capital Lease,701,Purchase,1.119863592,1926.09
Enterprise Fleet Management,702,Purchase,1.219181864,1726.845556
Credit Karma,702,Refi,1.140366031,1227.121667
Credit Karma,702,Refi,1.385367876,1187.465
Credit Karma,702,Refi,1.327107636,1187.465
Credit Karma,703,Refi,1.250826391,1341.458
Chrysler Capital Lease,703,Purchase,1.180465858,1926.09
Credit Karma,703,Refi,1.416182946,1219.236667
Chrysler Capital Lease,703,Purchase,1.051658247,1530.557273
Chrysler Capital Lease,703,Purchase,1.29979295,1726.845556
AVIS,703,Purchase,1.1100633,1926.09
LeasePlan,703,Purchase,1.384857143,2072.83
Credit Karma,704,Refi,1.311881773,1187.465
NerdWallet,704,Refi,0.611761997,547.11
AVIS,704,Purchase,1.359432258,2072.83
Credit Karma,704,Refi,1.118769942,1227.121667
Element,704,Purchase,0.943726496,809.38625
Credit Karma,704,Refi,1.212518343,1341.458
Lending Tree Lease,704,Purchase,1.058841989,1530.557273
Credit Karma,704,Refi,1.279672813,1341.458
Credit Karma,705,Refi,1.057039842,1465.736667
Credit Karma,705,Refi,1.167546628,1227.121667
Credit Karma,705,Refi,1.066318612,1465.736667
HCA - Hyundai Kia,705,Purchase,0.931546039,809.38625
Chrysler Capital Lease,705,Purchase,1.299419632,1726.845556
HCA - Hyundai Kia,705,Purchase,0.891837965,783.684
Element,705,Purchase,0.994511374,809.38625
Element,705,Purchase,0.905321586,783.684
Credit Karma,705,Refi,1.497715271,1219.236667
Fiserv GM Lease ,705,Purchase,1.106607785,1530.557273
Credit Karma,705,Refi,0.941213462,699.415
Credit Karma,705,Refi,1.194887594,1227.121667
Wheels,705,Purchase,1.204943333,1926.09
Chrysler Capital Lease,705,Purchase,1.09775202,1530.557273
Chrysler Capital Lease,705,Purchase,1.339258966,2072.83
AVIS,706,Purchase,1.275214108,1726.845556
Credit Karma,706,Refi,1.208397488,1227.121667
Credit Karma,706,Refi,1.510445522,2005.525
Chrysler Capital Lease,706,Purchase,1.183612568,1926.09
Element,706,Purchase,1.218649616,1726.845556
Chrysler Capital Lease,706,Purchase,1.145032829,1926.09
Chrysler Capital Lease,706,Purchase,1.141596578,1926.09
Wheels,706,Purchase,1.09435917,1530.557273
Credit Karma,706,Refi,1.216746959,1341.458
Chrysler Capital Lease,706,Purchase,1.205258402,1926.09
Chrysler Capital Lease,706,Purchase,1.125398172,1926.09
Chrysler Capital Lease,707,Purchase,1.180837391,1926.09
Wheels,707,Purchase,1.224830189,1726.845556
HCA - Hyundai Kia,707,Purchase,1.317042599,2072.83
Donlen,708,Purchase,0.985139746,809.38625
HCA - Hyundai Kia,708,Purchase,1.320791557,2072.83
HCA - Hyundai Kia,708,Purchase,0.920186486,809.38625
Fiserv GM Lease ,708,Purchase,1.619641921,762.62
Chrysler Capital Lease,708,Purchase,1.21828417,1726.845556
Fiserv GM Lease ,708,Purchase,1.040084685,1530.557273
NerdWallet,708,Refi,1.293121387,1341.458
IFS,708,Refi,1.201252059,1227.121667
NerdWallet,708,Refi,1.225109381,1341.458
Credit Karma,708,Refi,1.685611818,3186.25
Chrysler Capital Lease,709,Purchase,1.161740024,1926.09
HCA - Hyundai Kia,709,Purchase,1.07100832,1530.557273
AVIS,709,Purchase,0.447635417,699.88
Chrysler Capital Lease,709,Purchase,1.070889861,1530.557273
Element,709,Purchase,1.157597727,1926.09
AVIS,709,Purchase,1.080687103,1530.557273
Chrysler Capital Lease,709,Purchase,1.324617732,2072.83
Element,710,Purchase,1.126741397,1926.09
Credit Karma,710,Refi,0.873404514,1439.485
AVIS,710,Purchase,0.952017021,809.38625
Credit Karma,710,Refi,0.761177778,478.82
Lending Tree Lease,710,Purchase,1.053216227,1530.557273
Element,710,Purchase,0.87192562,783.684
Enterprise Fleet Management,710,Purchase,1.142168504,1926.09
Credit Karma,710,Refi,1.373413333,1187.465
Wheels,710,Purchase,0.9787,809.38625
Chrysler Capital Lease,710,Purchase,1.185631131,1926.09
AVIS,710,Purchase,0.964162587,809.38625
IFS,710,Refi,1.256746345,1341.458
NerdWallet,710,Refi,0.959215524,699.415
Credit Karma,710,Refi,1.23198747,1341.458
Credit Karma,711,Refi,1.108308271,741.525
NerdWallet,711,Refi,1.41848125,1076.354
Credit Karma,711,Refi,1.263019578,1555.0425
AVIS,711,Purchase,1.222465319,2162.135
AVIS,711,Purchase,0.833834532,1427.492
Credit Karma,711,Refi,1.331464594,1306.13125
IFS,711,Purchase,1.402704663,2137.152
CarGurus - Avis,711,Purchase,0.797958771,1953.75
AVIS,711,Purchase,1.35726262,2137.152
Wheels,711,Purchase,0.456634146,551.7
Fiserv GM Lease ,712,Purchase,0.973124312,1246.572857
Enterprise Fleet Management,712,Purchase,0.709489409,1642.316667
Element,712,Purchase,0.986516556,1246.572857
Element,712,Purchase,0.393667704,400.17
Credit Karma,712,Refi,1.157495513,1026.66
Chrysler Capital Lease,712,Purchase,1.120768413,2319.135556
Chrysler Capital Lease,712,Purchase,1.069014344,2028.396
Donlen,712,Purchase,1.08589318,2028.396
Chrysler Capital Lease,712,Purchase,1.431478523,1238.9
AVIS,712,Purchase,1.371776386,2137.152
Element,712,Purchase,1.147579268,2319.135556
Credit Karma,712,Refi,1.410639175,1076.354
Credit Karma,712,Refi,1.433284457,1076.354
CarGurus - Avis,712,Purchase,0.747277876,1953.75
Chrysler Capital Lease,713,Purchase,1.067009246,2028.396
Chrysler Capital Lease,713,Purchase,1.015519241,2028.396
Chrysler Capital Lease,713,Purchase,0.932654206,1246.572857
Donlen,713,Purchase,1.130079602,2319.135556
Credit Karma,713,Refi,1.13942216,1026.66
Wheels,713,Purchase,1.111936508,2319.135556
Fiserv GM Lease ,713,Purchase,1.016384282,2028.396
TrueCar - AVIS,713,Purchase,0.876978238,1427.492
Donlen,714,Purchase,1.0471883,2028.396
Credit Karma,714,Refi,0.840013586,901.85
AVIS,714,Purchase,0.562532347,2698.25
HCA - Hyundai Kia,714,Purchase,1.05722241,2028.396
Credit Karma,714,Refi,0.957754644,847.16
HCA - Hyundai Kia,714,Purchase,1.372045623,2137.152
Chrysler Capital Lease,714,Purchase,1.53119262,2238.82
Chrysler Capital Lease,715,Purchase,1.262848464,2162.135
Chrysler Capital Lease,715,Purchase,0.961978851,1246.572857
Credit Karma,715,Refi,1.39490719,1306.13125
Credit Karma,715,Refi,0.516809538,515.75
Credit Karma,715,Refi,1.278002627,1555.0425
NerdWallet,715,Refi,1.164433333,1026.66
TrueCar - AVIS,715,Purchase,1.176605806,2319.135556
AVIS,716,Purchase,1.287764341,2162.135
Flexco,716,Purchase,1.09301573,2028.396
Element,716,Purchase,1.049829868,2028.396
Credit Karma,716,Refi,1.775244444,1158.62
AVIS,716,Purchase,1.033544163,2028.396
AVIS,716,Purchase,0.785086554,1953.75
Credit Karma,716,Refi,1.003662555,847.16
Fiserv GM Lease ,716,Purchase,1.19075453,2319.135556
Chrysler Capital Lease,717,Purchase,1.387952288,2137.152
Chrysler Capital Lease,717,Purchase,1.109964334,2028.396
Chrysler Capital Lease,717,Purchase,1.072287697,2028.396
Credit Karma,717,Refi,1.210035322,1555.0425
AVIS,717,Purchase,0.861706446,1427.492
NerdWallet,717,Refi,1.027163758,741.525
NerdWallet,717,Refi,0.970886076,847.16
Credit Karma,717,Refi,1.397724764,1306.13125
Credit Karma,718,Refi,1.294537729,1555.0425
NerdWallet,718,Refi,1.192486818,1026.66
Chrysler Capital Lease,718,Purchase,1.098051759,2028.396
LeasePlan,718,Purchase,1.279550069,2162.135
Chrysler Capital Lease,718,Purchase,1.21529816,2162.135
Wheels,718,Purchase,0.651552428,1642.316667
IFS,718,Refi,1.402600382,1306.13125
Credit Karma,718,Refi,1.521937895,1177
HCA - Hyundai Kia,718,Purchase,1.276935763,2162.135
LeasePlan,718,Purchase,0.987698333,1246.572857
Credit Karma,719,Refi,1.403433481,1306.13125
IFS Marketing Organic Lease,719,Purchase,1.177122877,2319.135556
Credit Karma,719,Refi,1.445555772,1076.354
Chrysler Capital Lease,719,Purchase,0.936357553,1246.572857
Lending Tree Lease,719,Purchase,1.05826317,2028.396
Wheels,719,Purchase,1.178941884,2319.135556
IFS,719,Refi,1.415214371,1076.354
Chrysler Capital Lease,719,Purchase,0.912053996,1246.572857
IFS,719,Refi,1.350082083,1306.13125
Element,720,Purchase,1.191155644,2319.135556
IFS,720,Purchase,0.898330176,1427.492
AVIS,720,Purchase,0.667408231,1642.316667
Element,720,Purchase,0.824327442,1427.492
Chrysler Capital Lease,720,Purchase,1.028032222,2028.396
Credit Karma,720,Refi,1.384008754,1306.13125
NerdWallet,720,Refi,1.334215894,1306.13125
Enterprise Fleet Management,721,Purchase,0.633232234,733.57
AVIS,721,Purchase,0.536450755,598.28
Lending Tree Lease,721,Purchase,0.991558636,852.925
Credit Karma,721,Refi,0.825196721,932.9266667
HCA - Hyundai Kia,721,Purchase,1.132706383,1854.612143
Chrysler Capital Lease,721,Purchase,0.904648715,724.65
Chrysler Capital Lease,721,Purchase,1.290254362,2014.433333
Fiserv GM Lease ,721,Purchase,1.249163504,2014.433333
IFS,721,Refi,0.945700946,1070.09
